_id,Awards,Type,imdbVotes,Director,Rated,Metascore,imdbID,Released,Poster,Writer,Runtime,Response,Title,Box_office,Genre,Language,imdbRating,Country,Actors
56fbd4bf71a0650b1c4f3409,Won 1 Oscar. Another 19 wins & 19 nominations.,movie,"26,230",François Girard,R,57,tt0120802,11 Jun 1999,http://ia.media-imdb.com/images/M/MV5BMzg5MDczNzQxNV5BMl5BanBnXkFtZTcwMjQ0MjM3MQ@@._V1_SX300.jpg,"Don McKellar, François Girard",130 min,True,The Red Violin,"9,473,382","Drama, Romance, Mystery","French, English, Mandarin, Italian, German",7.7,"Canada, Italy, USA, UK, Austria","Carlo Cecchi, Irene Grazioli, Anita Laurenzi, Tommaso Puntelli"
56fbd4bf71a0650b1c4f340a,1 win.,movie,"4,454",Neil Abramson,R,N/A,tt0165494,25 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMjA1MjI2MDc5N15BMl5BanBnXkFtZTcwOTQ4MDQyMQ@@._V1_SX300.jpg,Jon Bernstein,90 min,True,Ringmaster,"9,247,881",Comedy,English,3.2,USA,"Jerry Springer, Jaime Pressly, William McNamara, Molly Hagan"
56fbd4bf71a0650b1c4f340b,6 wins & 6 nominations.,movie,"28,333",Bryan Singer,R,51,tt0118636,23 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTQzOTA5OTQxOV5BMl5BanBnXkFtZTcwOTk1MjIyMQ@@._V1_SX300.jpg,"Stephen King (novel, Brandon Boyce (screenplay)",111 min,True,Apt Pupil,"8,838,938","Drama, Romance, Thriller","English, German",6.7,"USA, France","Brad Renfro, Ian McKellen, Joshua Jackson, Mickey Cottrell"
56fbd4bf71a0650b1c4f340c,2 nominations.,movie,"11,427",Joseph Ruben,R,54,tt0124595,14 Aug 1998,http://ia.media-imdb.com/images/M/MV5BNzMwMTA3Nzk5Nl5BMl5BanBnXkFtZTcwNzM4ODQyMQ@@._V1_SX300.jpg,"Pierre Jolivet (motion picture Force Majeure, Olivier Schatzky (motion picture Force Majeure, Wesley Strick (screenplay, Bruce Robinson (screenplay)",111 min,True,Return to Paradise,,"Drama, Romance, Thriller",English,6.9,USA,"Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad"
56fbd4bf71a0650b1c4f340d,N/A,movie,"3,094",Dean Semler,R,N/A,tt0120670,09 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTc1MDk4NTA2N15BMl5BanBnXkFtZTYwMzIzOTY4._V1_SX300.jpg,Chris Soth,89 min,True,Firestorm,,"Thriller, Action",English,4.6,USA,"Howie Long, Scott Glenn, William Forsythe, Suzy Amis"
56fbd4bf71a0650b1c4f340e,N/A,movie,"5,736",Michael Lehmann,PG,N/A,tt0120765,10 Apr 1998,http://ia.media-imdb.com/images/M/MV5BMTk1MDI1MTM2MV5BMl5BanBnXkFtZTcwMTEyMjgyMQ@@._V1_SX300.jpg,"Billy Crystal (story, David Seltzer (story, David Seltzer (screenplay)",103 min,True,My Giant,"7,985,929","Comedy, Drama, Sport","English, Romanian",4.9,USA,"Billy Crystal, Kathleen Quinlan, Gheorghe Muresan, Joanna Pacula"
56fbd4bf71a0650b1c4f340f,N/A,movie,"1,496",Daisy von Scherler Mayer,R,N/A,tt0120531,08 May 1998,http://ia.media-imdb.com/images/M/MV5BMjE1NzgzMjQ2Nl5BMl5BanBnXkFtZTcwNDE5MTYyMQ@@._V1_SX300.jpg,David C. Johnson,84 min,True,Woo,"8,026,971","Comedy, Romance",English,3.8,USA,"Jada Pinkett Smith, Tommy Davidson, Duane Martin, Michael Ralph"
56fbd4bf71a0650b1c4f3410,N/A,movie,"4,504",Todd Holland,PG-13,N/A,tt0120725,27 Feb 1998,http://ia.media-imdb.com/images/M/MV5BMTk0MzUzNDc2M15BMl5BanBnXkFtZTcwMTM4NTMyMQ@@._V1_SX300.jpg,"Frank Parkin (book, Charlie Peters (screenplay)",94 min,True,Krippendorf's Tribe,"7,514,883",Comedy,English,4.9,USA,"Richard Dreyfuss, Jenna Elfman, Natasha Lyonne, Gregory Smith"
56fbd4bf71a0650b1c4f3411,2 nominations.,movie,"48,038",David Zucker,R,38,tt0131857,31 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTk0MzE3OTI0MV5BMl5BanBnXkFtZTcwMTM4OTkxMQ@@._V1_SX300.jpg,"David Zucker, Robert LoCash, Lewis Friedman, Jeff Wright",103 min,True,BASEketball,"6,940,185","Comedy, Sport",English,6.6,USA,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth"
56fbd4bf71a0650b1c4f3412,N/A,movie,692,Darin Scott,R,N/A,tt0119988,27 Feb 1998,http://ia.media-imdb.com/images/M/MV5BNTk1MjIzMzExNl5BMl5BanBnXkFtZTcwMjc0OTgyMQ@@._V1_SX300.jpg,Darin Scott,97 min,True,Caught Up,"6,724,217","Crime, Drama, Thriller",English,5.4,USA,"Bokeem Woodbine, Damon Saleem, Cynda Williams, Jeffrey Combs"
56fbd4bf71a0650b1c4f3413,11 wins & 8 nominations.,movie,"8,048",Chris Eyre,PG-13,76,tt0120321,26 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMjA4MjU1NTg0NF5BMl5BanBnXkFtZTgwODYwMDQ1MjE@._V1_SX300.jpg,"Sherman Alexie (book, Sherman Alexie (screenplay)",89 min,True,Smoke Signals,"6,719,300","Comedy, Drama",English,7.2,"Canada, USA","Adam Beach, Evan Adams, Irene Bedard, Gary Farmer"
56fbd4bf71a0650b1c4f3414,Nominated for 1 Oscar. Another 4 wins & 13 nominations.,movie,"752,396",Tony Kaye,R,62,tt0120586,20 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMjMzNDUwNTIyMF5BMl5BanBnXkFtZTcwNjMwNDg3OA@@._V1_SX300.jpg,David McKenna,119 min,True,American History X,,"Crime, Drama",English,8.6,USA,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien"
56fbd4bf71a0650b1c4f3415,Won 1 Oscar. Another 38 wins & 31 nominations.,movie,"24,684",Bill Condon,R,74,tt0120684,04 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMTk0Mjk4NDIzNl5BMl5BanBnXkFtZTcwNTk0NjcyMQ@@._V1_SX300.jpg,"Christopher Bram (novel, Bill Condon (screenplay)",105 min,True,Gods and Monsters,"6,390,032","Biography, Drama","English, Hungarian",7.5,"USA, UK","Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich"
56fbd4bf71a0650b1c4f3416,N/A,movie,"12,932",Christopher Guest,PG-13,N/A,tt0119053,29 May 1998,http://ia.media-imdb.com/images/M/MV5BMTM4NDY3MDI5Nl5BMl5BanBnXkFtZTcwMzI3OTkyMQ@@._V1_SX300.jpg,"Mark Nutter, Tom Wolfe, Boyd Hale",90 min,True,Almost Heroes,"6,114,928","Adventure, Comedy, Western",English,5.8,USA,"Chris Farley, Matthew Perry, Bokeem Woodbine, Barry Del Sherman"
56fbd4bf71a0650b1c4f3417,Nominated for 1 Golden Globe. Another 14 wins & 23 nominations.,movie,"18,038",Don Roos,R,70,tt0120777,22 May 1998,http://ia.media-imdb.com/images/M/MV5BMTk4NzMwNzExM15BMl5BanBnXkFtZTcwODA1NDQyMQ@@._V1_SX300.jpg,Don Roos,105 min,True,The Opposite of Sex,,Comedy,English,6.5,USA,"Christina Ricci, Martin Donovan, Lisa Kudrow, Lyle Lovett"
56fbd4bf71a0650b1c4f3418,N/A,movie,"6,551",Volker Schlöndorff,R,43,tt0120782,20 Feb 1998,http://ia.media-imdb.com/images/M/MV5BNTk2MjE2NDY2NV5BMl5BanBnXkFtZTcwMTcxMTQyMQ@@._V1_SX300.jpg,"James Hadley Chase (novel, E. Max Frye (screenplay)",114 min,True,Palmetto,"5,840,581","Crime, Drama, Mystery",English,6.0,"Germany, USA","Woody Harrelson, Elisabeth Shue, Gina Gershon, Rolf Hoppe"
56fbd4bf71a0650b1c4f3419,2 wins & 8 nominations.,movie,"1,240",Maya Angelou,PG-13,N/A,tt0142231,25 Dec 1998,http://ia.media-imdb.com/images/M/MV5BNjMwMTgzOTkwNF5BMl5BanBnXkFtZTcwNzQ3NjIyMQ@@._V1_SX300.jpg,Myron Goble,112 min,True,Down in the Delta,"5,662,985",Drama,English,6.8,USA,"Alfre Woodard, Al Freeman Jr., Mary Alice, Esther Rolle"
56fbd4bf71a0650b1c4f341a,1 nomination.,movie,"15,951",Joe Chappelle,R,26,tt0119891,23 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTMyMzUzNjM1OV5BMl5BanBnXkFtZTYwMjkzMzE5._V1_SX300.jpg,"Dean R. Koontz (novel, Dean R. Koontz (screenplay)",96 min,True,Phantoms,"5,657,370","Horror, Sci-Fi, Thriller",English,5.4,"USA, Japan","Peter O'Toole, Rose McGowan, Joanna Going, Liev Schreiber"
56fbd4bf71a0650b1c4f341b,Nominated for 2 Oscars. Another 36 wins & 21 nominations.,movie,"28,309",Walter Salles,R,80,tt0140888,20 Nov 1998,http://ia.media-imdb.com/images/M/MV5BNzc0NDY2OTc3M15BMl5BanBnXkFtZTcwNjYyNjcxMQ@@._V1_SX300.jpg,"Marcos Bernstein, João Emanuel Carneiro, Walter Salles (story)",113 min,True,Central Station,"5,595,428",Drama,"Portuguese, German",8.0,"Brazil, France","Fernanda Montenegro, Marília Pêra, Vinícius de Oliveira, Soia Lira"
56fbd4bf71a0650b1c4f341c,8 nominations.,movie,"9,285",Tamara Jenkins,R,69,tt0120831,11 Sep 1998,http://ia.media-imdb.com/images/M/MV5BNDI2OTY1NDU5MF5BMl5BanBnXkFtZTcwMTY2NzIzMQ@@._V1_SX300.jpg,Tamara Jenkins,91 min,True,Slums of Beverly Hills,"5,480,318","Comedy, Drama",English,6.6,USA,"Natasha Lyonne, Alan Arkin, Bryna Weiss, Marisa Tomei"
56fbd4bf71a0650b1c4f341d,N/A,movie,576,Millicent Shelton,R,N/A,tt0120707,27 Mar 1998,http://ia.media-imdb.com/images/M/MV5BMTAzNDA1MzI3NTheQTJeQWpwZ15BbWU3MDc2MDg1MTE@._V1_SX300.jpg,Millicent Shelton,90 min,True,Ride,"5,476,059",Comedy,English,4.5,USA,"Malik Yoba, Melissa De Sousa, John Witherspoon, Fredro Starr"
56fbd4bf71a0650b1c4f341e,4 nominations.,movie,"20,048",Woody Allen,R,41,tt0120533,20 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMTQwNDc4NjAwNV5BMl5BanBnXkFtZTcwMzg5MDYyMQ@@._V1_SX300.jpg,Woody Allen,113 min,True,Celebrity,,"Comedy, Drama",English,6.3,USA,"Greg Mottola, Jeff Mazzola, Dick Mingalone, Vladimir Bibic"
56fbd4bf71a0650b1c4f341f,Nominated for 2 Oscars. Another 4 wins & 22 nominations.,movie,"8,604",Anand Tucker,R,78,tt0150915,05 Feb 1999,http://ia.media-imdb.com/images/M/MV5BMTIyMTQxNzIzOF5BMl5BanBnXkFtZTcwNzgzMzMyMQ@@._V1_SX300.jpg,"Hilary du Pré (book, Piers du Pré (book, Frank Cottrell Boyce (screenplay)",121 min,True,Hilary and Jackie,"4,874,838","Biography, Drama, Music",English,7.4,UK,"Emily Watson, Rachel Griffiths, James Frain, David Morrissey"
56fbd4bf71a0650b1c4f3420,Nominated for 1 Oscar. Another 2 wins & 29 nominations.,movie,"13,686",Mark Herman,R,68,tt0147004,04 Dec 1998,http://ia.media-imdb.com/images/M/MV5BMjA1MTE5MTQ3MV5BMl5BanBnXkFtZTYwMjA1OTg4._V1_SX300.jpg,"Jim Cartwright (play, Mark Herman (screenplay)",97 min,True,Little Voice,"4,595,000","Comedy, Drama, Music",English,7.0,UK,"Brenda Blethyn, Jane Horrocks, Ewan McGregor, Philip Jackson"
56fbd4bf71a0650b1c4f3421,2 nominations.,movie,"11,985",Marshall Herskovitz,R,N/A,tt0118892,20 Feb 1998,http://ia.media-imdb.com/images/M/MV5BMTQzOTYyNDMzMV5BMl5BanBnXkFtZTYwODgzOTE5._V1_SX300.jpg,"Margaret Rosenthal (book, Jeannine Dominy",111 min,True,Dangerous Beauty,,"Biography, Drama, Romance",English,7.3,USA,"Catherine McCormack, Rufus Sewell, Oliver Platt, Fred Ward"
56fbd4bf71a0650b1c4f3422,N/A,movie,"2,227",Steve Boyum,PG,N/A,tt0120645,27 Mar 1998,http://ia.media-imdb.com/images/M/MV5BMTM1ODg1ODQyOF5BMl5BanBnXkFtZTYwMDQ3MDM5._V1_SX300.jpg,Jim Herzfeld,93 min,True,Meet the Deedles,"4,308,981","Comedy, Family",English,3.9,USA,"Steve Van Wormer, Paul Walker, A.J. Langer, John Ashton"
56fbd4bf71a0650b1c4f3423,N/A,movie,"4,280",Doug Ellin,R,N/A,tt0120723,27 Feb 1998,http://ia.media-imdb.com/images/M/MV5BMTgxMjgzMTcwMF5BMl5BanBnXkFtZTcwMjI5NzYyMQ@@._V1_SX300.jpg,"James Frey (story, James Frey (screenplay, Doug Ellin (screenplay)",93 min,True,Kissing a Fool,"4,002,640","Comedy, Romance",English,5.6,USA,"David Schwimmer, Jason Lee, Mili Avital, Bonnie Hunt"
56fbd4bf71a0650b1c4f3424,3 wins & 3 nominations.,movie,"2,513",Sandra Goldbacher,R,60,tt0120687,31 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTgzMDczMjMyNV5BMl5BanBnXkFtZTcwNDc2MjMyMQ@@._V1_SX300.jpg,Sandra Goldbacher,115 min,True,The Governess,"3,900,000","Drama, Romance",English,6.2,UK,"Minnie Driver, Tom Wilkinson, Florence Hoath, Jonathan Rhys Meyers"
56fbd4bf71a0650b1c4f3425,N/A,movie,"5,630",John Warren,PG-13,N/A,tt0120742,17 Apr 1998,http://ia.media-imdb.com/images/M/MV5BMTIwODgwNDk0M15BMl5BanBnXkFtZTcwMjYyMTcxMQ@@._V1_SX300.jpg,"David S. Ward (characters, John Warren",100 min,True,Major League: Back to the Minors,"3,551,208","Comedy, Sport",English,4.4,USA,"Scott Bakula, Corbin Bernsen, Dennis Haysbert, Takaaki Ishibashi"
56fbd4bf71a0650b1c4f3426,3 wins & 2 nominations.,movie,"4,118",Brad Anderson,R,71,tt0119778,21 Aug 1998,http://ia.media-imdb.com/images/M/MV5BMTY0MTA4NzQ1OF5BMl5BanBnXkFtZTcwOTE5MTcxMQ@@._V1_SX300.jpg,"Brad Anderson, Lyn Vaus",104 min,True,Next Stop Wonderland,"3,386,698","Comedy, Drama, Romance",English,6.7,USA,"Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman"
56fbd4bf71a0650b1c4f3427,8 wins & 12 nominations.,movie,"139,697",Darren Aronofsky,R,72,tt0138704,10 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTEwNzk1MDE0NDBeQTJeQWpwZ15BbWU4MDkwNTM5MjEx._V1_SX300.jpg,"Darren Aronofsky, Darren Aronofsky (story, Sean Gullette (story, Eric Watson (story, Darren Aronofsky (voice over written by, Sean Gullette (voice over written by)",84 min,True,Pi,,"Drama, Thriller","English, Hebrew",7.5,USA,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart"
56fbd4bf71a0650b1c4f3428,1 win & 1 nomination.,movie,"9,440",Whit Stillman,R,76,tt0120728,12 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMTUzMzkzOTk4NF5BMl5BanBnXkFtZTcwNjIyMzY2Mg@@._V1_SX300.jpg,Whit Stillman,113 min,True,The Last Days of Disco,,"Comedy, Drama, Music",English,6.6,USA,"Chloë Sevigny, Kate Beckinsale, Chris Eigeman, Mackenzie Astin"
56fbd4bf71a0650b1c4f3429,Nominated for 1 Golden Globe. Another 12 wins & 23 nominations.,movie,"54,183",Todd Solondz,N/A,81,tt0147612,16 Oct 1998,http://ia.media-imdb.com/images/M/MV5BM2FlNzE0ZmUtMmVkZS00MWQ3LWE4OWQtYjQwZjdhNzRmNWE2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Todd Solondz,134 min,True,Happiness,,"Comedy, Drama","English, Russian",7.8,USA,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman, Dylan Baker"
56fbd4bf71a0650b1c4f342a,N/A,movie,30,Brian Sisselman,N/A,N/A,tt0168808,11 Oct 1998,http://ia.media-imdb.com/images/M/MV5BNDI0OTg1NzM5Nl5BMl5BanBnXkFtZTcwMDU2ODgyMQ@@._V1_SX300.jpg,"Warren Miller, Brian Douglas (contributing writer, Bo Ganz (contributing writer, Mike Jacobs (contributing writer, Victoria Louise (contributing writer, John Teaford (contributing writer)",86 min,True,Freeriders,"2,750,064","Documentary, Sport",English,7.3,USA,"Warren Miller, Greg Harms, Bob Rankin, Dave Swanwick"
56fbd4bf71a0650b1c4f342b,Nominated for 2 Golden Globes. Another 3 wins & 2 nominations.,movie,"10,298",Peter Chelsom,PG-13,N/A,tt0119670,30 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMjE2ODQzNDgwNF5BMl5BanBnXkFtZTcwNDI5OTEyMQ@@._V1_SX300.jpg,"Rodman Philbrick (novel, Charles Leavitt (screenplay)",100 min,True,The Mighty,,"Comedy, Drama",English,7.3,USA,"Harry Dean Stanton, Gena Rowlands, Elden Henson, Douglas Bisset"
56fbd4bf71a0650b1c4f342c,6 wins & 11 nominations.,movie,"35,705",Vincent Gallo,R,68,tt0118789,26 Jun 1998,http://ia.media-imdb.com/images/M/MV5BMTMwOTM5NzkwOV5BMl5BanBnXkFtZTcwNzk0NjcyMQ@@._V1_SX300.jpg,"Vincent Gallo (story, Vincent Gallo (screenplay, Alison Bagnall (screenplay)",110 min,True,Buffalo '66,"2,365,931","Comedy, Drama",English,7.5,"USA, Canada","Vincent Gallo, Christina Ricci, Ben Gazzara, Mickey Rourke"
56fbd4bf71a0650b1c4f342d,2 wins & 7 nominations.,movie,"2,850",Pat O'Connor,PG,N/A,tt0120643,13 Nov 1998,http://ia.media-imdb.com/images/M/MV5BMTQ5NzQ3ODEzNl5BMl5BanBnXkFtZTYwODU2MDc5._V1_SX300.jpg,"Brian Friel (play, Frank McGuinness (screenplay, William Butler Yeats (poem)",95 min,True,Dancing at Lughnasa,"2,285,194","Drama, Romance",English,6.3,"Ireland, UK, USA","Gerard McSorley, Meryl Streep, Michael Gambon, Catherine McCormack"
56fbd4bf71a0650b1c4f342e,2 wins & 1 nomination.,movie,"11,489",John Waters,R,66,tt0126604,09 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTU4NTYxOTM1MF5BMl5BanBnXkFtZTcwNzc5OTkxMQ@@._V1_SX300.jpg,John Waters,87 min,True,Pecker,"2,279,807","Comedy, Drama",English,6.4,USA,"Edward Furlong, Christina Ricci, Bess Armstrong, Mark Joy"
56fbd4bf71a0650b1c4f342f,N/A,movie,"4,296",Stanley Tucci,R,N/A,tt0120823,02 Oct 1998,http://ia.media-imdb.com/images/M/MV5BMTc5MTAxNzQwOF5BMl5BanBnXkFtZTcwNzY4MDQyMQ@@._V1_SX300.jpg,Stanley Tucci,101 min,True,The Impostors,"2,197,921",Comedy,English,6.5,USA,"Oliver Platt, Stanley Tucci, Walker Jones, Jessica Walling"
56fbd4bf71a0650b1c4f3430,N/A,movie,"1,744",Carl Schenkel,PG,N/A,tt0120856,24 Apr 1998,http://ia.media-imdb.com/images/M/MV5BMTQ5OTQ0NDI2MF5BMl5BanBnXkFtZTcwNTM2MzQyMQ@@._V1_SX300.jpg,"Edgar Rice Burroughs (stories, Bayard Johnson (screenplay, J. Anderson Black (screenplay)",83 min,True,Tarzan and the Lost City,"2,147,114","Action, Adventure, Family","English, Zulu",3.9,"USA, Germany, Australia","Casper Van Dien, Jane March, Steven Waddington, Winston Ntshona"
56fbd4bf71a0650b1c4f3431,N/A,movie,"12,176",Jake Kasdan,R,N/A,tt0120906,30 Jan 1998,http://ia.media-imdb.com/images/M/MV5BMTQ2NzYxMzI5Nl5BMl5BanBnXkFtZTcwMjkzMzMyMQ@@._V1_SX300.jpg,Jake Kasdan,116 min,True,Zero Effect,"1,980,338","Comedy, Crime, Drama",English,7.0,USA,"Bill Pullman, Ben Stiller, Ryan O'Neal, Kim Dickens"
56fbd4bf71a0650b1c4f3432,2 wins & 2 nominations.,movie,"3,184",Tommy O'Haver,R,N/A,tt0137386,24 Jul 1998,http://ia.media-imdb.com/images/M/MV5BMTMxMTMyNzA2Nl5BMl5BanBnXkFtZTcwMzUxMjgxMQ@@._V1_SX300.jpg,Tommy O'Haver,92 min,True,Billy's Hollywood Screen Kiss,"2,020,700","Comedy, Romance",English,7.1,USA,"Sean Hayes, Brad Rowe, Richard Ganoung, Meredith Scott Lynn"
