_id,Type,Awards,imdbRating,Response,Title,Box_office,Released,Metascore,Country,Actors,Rated,Language,Director,imdbID,Writer,Runtime,Genre,Poster,imdbVotes
5706ffab71a0651644a2f231,movie,Nominated for 1 Oscar. Another 3 wins & 15 nominations.,6.0,True,Shark Tale,"4,151,626",01 Oct 2004,48,USA,"Will Smith, Robert De Niro, Renée Zellweger, Jack Black",PG,English,"Bibo Bergeron, Vicky Jenson, Rob Letterman",tt0307453,"Michael J. Wilson (screenplay, Rob Letterman (screenplay, Scott Aukerman (additional dialogue, Alec Berg (additional dialogue, Sean Bishop (additional dialogue, BJ Porter (additional dialogue, Jeff Schaffer (additional dialogue, Lona Williams (additional dialogue, David P. Smith (additional dialogue, David Soren (additional dialogue)",90 min,"Animation, Adventure, Comedy",http://ia.media-imdb.com/images/M/MV5BMTMxMjY0NzE2M15BMl5BanBnXkFtZTcwNTc3ODcyMw@@._V1_SX300.jpg,"128,698"
5706ffab71a0651644a2f232,movie,Nominated for 1 Oscar. Another 1 win & 13 nominations.,7.1,True,"I, Robot","144,795,350",16 Jul 2004,59,"USA, Germany","Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell",PG-13,English,Alex Proyas,tt0343818,"Jeff Vintar (screenplay, Akiva Goldsman (screenplay, Jeff Vintar (screen story, Isaac Asimov (suggested by book)",115 min,"Action, Mystery, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTQwNzI5NTQ0OF5BMl5BanBnXkFtZTYwMTI3Mjk2._V1_SX300.jpg,"371,576"
5706ffab71a0651644a2f233,movie,Nominated for 1 Oscar. Another 3 wins & 19 nominations.,7.2,True,Troy,"133,228,348",14 May 2004,56,"USA, Malta, UK","Julian Glover, Brian Cox, Nathan Jones, Adoni Maropis",R,English,Wolfgang Petersen,tt0332452,"Homer (poem, David Benioff (screenplay)",163 min,Adventure,http://ia.media-imdb.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_SX300.jpg,"369,372"
5706ffab71a0651644a2f234,movie,2 wins & 8 nominations.,6.4,True,Ocean's Twelve,"125,531,634",10 Dec 2004,58,USA,"Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross",PG-13,"English, Dutch, French, Italian, Mandarin",Steven Soderbergh,tt0349903,"George Nolfi, George Clayton Johnson (characters, Jack Golden Russell (characters)",125 min,"Crime, Thriller",http://ia.media-imdb.com/images/M/MV5BMTQ3NTIyMzczMF5BMl5BanBnXkFtZTYwMjgzNTg2._V1_SX300.jpg,"276,250"
5706ffab71a0651644a2f235,movie,6 wins & 9 nominations.,6.8,True,50 First Dates,"1,127,941",13 Feb 2004,48,USA,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin",PG-13,"English, Hawaiian, Mandarin, Turkish",Peter Segal,tt0343660,George Wing,99 min,"Comedy, Romance",http://ia.media-imdb.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg,"258,742"
5706ffab71a0651644a2f236,movie,2 wins & 17 nominations.,6.0,True,Van Helsing,"7,606,691",07 May 2004,35,"USA, Czech Republic","Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",PG-13,"English, Latin",Stephen Sommers,tt0338526,Stephen Sommers,131 min,"Action, Adventure, Fantasy",http://ia.media-imdb.com/images/M/MV5BMTY0NjcyOTUxNV5BMl5BanBnXkFtZTYwNjMxNjc2._V1_SX300.jpg,"190,305"
5706ffab71a0651644a2f237,movie,29 wins & 15 nominations.,7.5,True,Fahrenheit 9/11,"163,920",25 Jun 2004,67,USA,"Ben Affleck, Stevie Wonder, George W. Bush, James Baker III",R,"English, Arabic",Michael Moore,tt0361596,Michael Moore,122 min,"Documentary, Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1_SX300.jpg,"111,354"
5706ffab71a0651644a2f238,movie,2 wins & 7 nominations.,6.7,True,Dodgeball: A True Underdog Story,"182,574",18 Jun 2004,55,"USA, Germany","Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn",PG-13,"English, German",Rawson Marshall Thurber,tt0364725,Rawson Marshall Thurber,92 min,"Comedy, Sport",http://ia.media-imdb.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg,"179,062"
5706ffab71a0651644a2f239,movie,Nominated for 1 Oscar. Another 4 wins & 19 nominations.,6.5,True,The Village,"114,195,633",30 Jul 2004,44,USA,"Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt",PG-13,English,M. Night Shyamalan,tt0368447,M. Night Shyamalan,108 min,"Drama, Mystery, Romance",http://ia.media-imdb.com/images/M/MV5BMTM1NTEzODQ1NV5BMl5BanBnXkFtZTcwNDUyMDYyMQ@@._V1_SX300.jpg,"189,483"
5706ffab71a0651644a2f23a,movie,2 wins & 10 nominations.,5.9,True,The Grudge,"352,562",22 Oct 2004,49,"USA, Japan","Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall",PG-13,"English, Japanese",Takashi Shimizu,tt0391198,"Stephen Susco (screenplay, Takashi Shimizu (film \",91 min,"Fantasy, Horror, Mystery",http://ia.media-imdb.com/images/M/MV5BMjIxODg1Nzc3NF5BMl5BanBnXkFtZTcwMjM0MjEzMw@@._V1_SX300.jpg,"111,962"
5706ffab71a0651644a2f23b,movie,Won 5 Oscars. Another 73 wins & 111 nominations.,7.5,True,The Aviator,"102,608,827",25 Dec 2004,77,"USA, Germany","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly",PG-13,English,Martin Scorsese,tt0338751,John Logan,170 min,"Biography, Drama",http://ia.media-imdb.com/images/M/MV5BNWY3MzliOTctZjY4OC00YmJkLTliNDctMzVhMzZmMzFkNmZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"255,784"
5706ffab71a0651644a2f23c,movie,Nominated for 2 Oscars. Another 22 wins & 64 nominations.,7.6,True,Collateral,"7,648,801",06 Aug 2004,71,USA,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",R,"English, Spanish",Michael Mann,tt0369339,Stuart Beattie,120 min,"Crime, Drama, Thriller",http://ia.media-imdb.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_SX300.jpg,"287,736"
5706ffab71a0651644a2f23d,movie,Won 4 Oscars. Another 60 wins & 77 nominations.,8.1,True,Million Dollar Baby,"100,422,786",28 Jan 2005,86,USA,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel",PG-13,"English, Irish",Clint Eastwood,tt0405159,"Paul Haggis (screenplay, F.X. Toole (stories)",132 min,"Drama, Sport",http://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,"463,234"
5706ffab71a0651644a2f23e,movie,1 win & 2 nominations.,5.7,True,The Princess Diaries 2: Royal Engagement,"756,466",11 Aug 2004,43,USA,"Anne Hathaway, Julie Andrews, Hector Elizondo, John Rhys-Davies",G,"English, Greek, French, Spanish",Garry Marshall,tt0368933,"Meg Cabot (characters, Gina Wendkos (story, Shonda Rhimes (story, Shonda Rhimes (screenplay)",113 min,"Comedy, Family, Romance",http://ia.media-imdb.com/images/M/MV5BMjU1ODc0MDQ5Nl5BMl5BanBnXkFtZTcwOTQyMzYyMQ@@._V1_SX300.jpg,"50,821"
5706ffab71a0651644a2f23f,movie,1 win & 8 nominations.,5.9,True,Along Came Polly,"1,223,723",16 Jan 2004,44,USA,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing",PG-13,"English, Spanish",John Hamburg,tt0343135,John Hamburg,90 min,"Comedy, Romance",http://ia.media-imdb.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg,"104,652"
5706ffab71a0651644a2f240,movie,7 wins & 22 nominations.,7.0,True,Mean Girls,"854,852",30 Apr 2004,66,"USA, Canada","Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows",PG-13,"English, German, Vietnamese, Swahili",Mark Waters,tt0377092,"Rosalind Wiseman (book, Tina Fey (screenplay)",97 min,Comedy,http://ia.media-imdb.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,"235,958"
5706ffab71a0651644a2f241,movie,1 win & 10 nominations.,7.0,True,The SpongeBob SquarePants Movie,"219,524",19 Nov 2004,66,USA,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke",PG,English,"Stephen Hillenburg, Mark Osborne",tt0345950,"Stephen Hillenburg (television series SpongeBob SquarePants, Stephen Hillenburg (story, Derek Drymon, Tim Hill, Stephen Hillenburg, Kent Osborne, Aaron Springer, Paul Tibbitt",87 min,"Animation, Adventure, Comedy",http://ia.media-imdb.com/images/M/MV5BMTU4OTg2NzA0Nl5BMl5BanBnXkFtZTcwODEwMDgyMQ@@._V1_SX300.jpg,"56,499"
5706ffab71a0651644a2f242,movie,1 win & 11 nominations.,7.2,True,Anchorman: The Legend of Ron Burgundy,"1,492,415",09 Jul 2004,63,USA,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",PG-13,"English, French, Spanish",Adam McKay,tt0357413,"Will Ferrell, Adam McKay",94 min,Comedy,http://ia.media-imdb.com/images/M/MV5BMTQ2MzYwMzk5Ml5BMl5BanBnXkFtZTcwOTI4NzUyMw@@._V1_SX300.jpg,"259,844"
5706ffab71a0651644a2f243,movie,1 win & 2 nominations.,4.9,True,Scooby-Doo 2: Monsters Unleashed,"337,678",26 Mar 2004,34,"USA, Canada","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini",PG,English,Raja Gosnell,tt0331632,"William Hanna (characters, Joseph Barbera (characters, James Gunn",93 min,"Adventure, Comedy, Family",http://ia.media-imdb.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_SX300.jpg,"31,948"
5706ffab71a0651644a2f244,movie,11 wins & 8 nominations.,7.9,True,The Notebook,"64,286",25 Jun 2004,53,USA,"Tim Ivey, Gena Rowlands, Starletta DuPois, James Garner",PG-13,English,Nick Cassavetes,tt0332280,"Jeremy Leven (screenplay, Jan Sardi (adaptation, Nicholas Sparks (novel)",123 min,"Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_SX300.jpg,"382,523"
5706ffab71a0651644a2f245,movie,1 win & 7 nominations.,7.7,True,Man on Fire,"3,894,070",23 Apr 2004,47,"USA, UK","Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken",R,"English, Spanish",Tony Scott,tt0328107,"A.J. Quinnell (novel, Brian Helgeland (screenplay)",146 min,"Action, Crime, Drama",http://ia.media-imdb.com/images/M/MV5BMTc3MDc1MTAwMV5BMl5BanBnXkFtZTcwMDY0MTIzMw@@._V1_SX300.jpg,"258,906"
5706ffab71a0651644a2f246,movie,5 wins & 3 nominations.,7.3,True,The Terminal,"14,076,317",18 Jun 2004,55,USA,"Tom Hanks, Catherine Zeta-Jones, Stanley Tucci, Chi McBride",PG-13,"English, French, Russian, Bulgarian, Spanish",Steven Spielberg,tt0362227,"Andrew Niccol (story, Sacha Gervasi (story, Sacha Gervasi (screenplay, Jeff Nathanson (screenplay)",128 min,"Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTM1MTIwNTMxOF5BMl5BanBnXkFtZTcwNjIxMjQyMw@@._V1_SX300.jpg,"293,544"
5706ffab71a0651644a2f247,movie,Won 2 Oscars. Another 52 wins & 51 nominations.,7.7,True,Ray,"15,331,100",29 Oct 2004,73,USA,"Jamie Foxx, Kerry Washington, Regina King, Clifton Powell",PG-13,English,Taylor Hackford,tt0350258,"Taylor Hackford (story, James L. White (story, James L. White (screenplay)",152 min,"Biography, Drama, Music",http://ia.media-imdb.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_SX300.jpg,"107,453"
5706ffab71a0651644a2f248,movie,1 win & 6 nominations.,6.5,True,Ladder 49,"74,540,762",01 Oct 2004,47,USA,"Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick",PG-13,English,Jay Russell,tt0349710,Lewis Colick,115 min,"Action, Drama, Thriller",http://ia.media-imdb.com/images/M/MV5BMjEyNDQ0NjAzMV5BMl5BanBnXkFtZTcwMjk2OTUyMQ@@._V1_SX300.jpg,"47,981"
5706ffab71a0651644a2f249,movie,2 wins & 1 nomination.,5.2,True,Christmas with the Kranks,"73,701,902",24 Nov 2004,22,USA,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh",PG,"English, Spanish",Joe Roth,tt0388419,"John Grisham (novel, Chris Columbus (screenplay)",99 min,"Comedy, Family",http://ia.media-imdb.com/images/M/MV5BMTUxNDA4OTU4Nl5BMl5BanBnXkFtZTcwMzQxODYyMQ@@._V1_SX300.jpg,"27,087"
5706ffab71a0651644a2f24a,movie,Won 1 Oscar. Another 120 wins & 81 nominations.,7.6,True,Sideways,"71,502,303",21 Jan 2005,94,"USA, Hungary","Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh",R,"English, Armenian",Alexander Payne,tt0375063,"Rex Pickett (novel, Alexander Payne (screenplay, Jim Taylor (screenplay)",126 min,"Adventure, Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTU0Mjg3MzkxOV5BMl5BanBnXkFtZTYwNDU1OTY3._V1_SX300.jpg,"146,550"
5706ffab71a0651644a2f24b,movie,2 wins & 8 nominations.,5.4,True,White Chicks,,23 Jun 2004,41,USA,"Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison",PG-13,English,Keenen Ivory Wayans,tt0381707,"Keenen Ivory Wayans (screenplay, Shawn Wayans (screenplay, Marlon Wayans (screenplay, Andrew McElfresh (screenplay, Michael Anthony Snowden (screenplay, Xavier Cook (screenplay, Keenen Ivory Wayans (story, Shawn Wayans (story, Marlon Wayans (story)",109 min,"Crime, Comedy",http://ia.media-imdb.com/images/M/MV5BMTY3OTg2OTM3OV5BMl5BanBnXkFtZTYwNzY5OTA3._V1_SX300.jpg,"95,809"
5706ffab71a0651644a2f24c,movie,1 win & 2 nominations.,6.7,True,Hidalgo,"325,601",05 Mar 2004,54,"USA, Morocco","Viggo Mortensen, Zuleikha Robinson, Omar Sharif, Louise Lombard",PG-13,"English, Arabic, Sioux",Joe Johnston,tt0317648,John Fusco,136 min,"Action, Adventure, Western",http://ia.media-imdb.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_SX300.jpg,"66,879"
5706ffab71a0651644a2f24d,movie,7 nominations.,5.8,True,The Forgotten,,24 Sep 2004,43,USA,"Julianne Moore, Christopher Kovaleski, Matthew Pleszewicz, Anthony Edwards",PG-13,English,Joseph Ruben,tt0356618,Gerald Di Pego,91 min,"Drama, Horror, Mystery",http://ia.media-imdb.com/images/M/MV5BMjAwMjIyNjU4NV5BMl5BanBnXkFtZTcwNjE3NjYyMQ@@._V1_SX300.jpg,"56,851"
5706ffab71a0651644a2f24e,movie,Nominated for 2 Golden Globes. Another 19 wins & 71 nominations.,8.0,True,Kill Bill: Vol. 2,"1,801,760",16 Apr 2004,83,USA,"Vivica A. Fox, Ambrosia Kelley, Michael Parks, James Parks",R,"English, Cantonese, Mandarin, Spanish",Quentin Tarantino,tt0378194,"Quentin Tarantino, Quentin Tarantino (character The Bride, Uma Thurman (character The Bride)",137 min,"Action, Crime, Thriller",http://ia.media-imdb.com/images/M/MV5BMTIwNzQ3MDIxMV5BMl5BanBnXkFtZTcwMDIxMzUyMQ@@._V1_SX300.jpg,"495,858"
5706ffab71a0651644a2f24f,movie,Nominated for 1 Golden Globe. Another 1 win & 11 nominations.,6.6,True,The Manchurian Candidate,,30 Jul 2004,76,USA,"Jeffrey Wright, Pablo Schreiber, Anthony Mackie, Dorian Missick",R,English,Jonathan Demme,tt0368008,"Richard Condon (novel, George Axelrod, Daniel Pyne (screenplay, Dean Georgaris (screenplay)",129 min,"Drama, Mystery, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTI3MTY2MTQxNV5BMl5BanBnXkFtZTcwNjk2NDYyMQ@@._V1_SX300.jpg,"84,637"
5706ffab71a0651644a2f250,movie,2 wins & 10 nominations.,5.7,True,Barbershop 2: Back in Business,"64,955,956",06 Feb 2004,59,USA,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Eve",PG-13,English,Kevin Rodney Sullivan,tt0337579,"Mark Brown (characters, Don D. Scott",106 min,"Comedy, Drama",http://ia.media-imdb.com/images/M/MV5BMTk4MTA2ODQ4MF5BMl5BanBnXkFtZTYwOTY1Njc3._V1_SX300.jpg,"9,207"
5706ffab71a0651644a2f251,movie,1 win & 3 nominations.,7.5,True,Miracle,"64,371,181",06 Feb 2004,68,"USA, Canada","Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann",PG,English,Gavin O'Connor,tt0349825,Eric Guggenheim,135 min,"Biography, Drama, History",http://ia.media-imdb.com/images/M/MV5BMjEyOTk1OTcyNV5BMl5BanBnXkFtZTYwNjMzNDU3._V1_SX300.jpg,"35,726"
5706ffab71a0651644a2f252,movie,2 wins & 5 nominations.,7.3,True,Friday Night Lights,"61,188,085",08 Oct 2004,70,USA,"Billy Bob Thornton, Lucas Black, Garrett Hedlund, Derek Luke",PG-13,English,Peter Berg,tt0390022,"Buzz Bissinger (book, David Aaron Cohen (screenplay, Peter Berg (screenplay)",118 min,"Action, Drama, Sport",http://ia.media-imdb.com/images/M/MV5BMTcxMDI5MTM4Ml5BMl5BanBnXkFtZTcwNjA4MDcyMQ@@._V1_SX300.jpg,"45,548"
5706ffab71a0651644a2f253,movie,3 wins & 22 nominations.,6.8,True,Hellboy,"195,023",02 Apr 2004,72,USA,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans",PG-13,"English, Russian",Guillermo del Toro,tt0167190,"Guillermo del Toro (screenplay, Guillermo del Toro (screen story, Peter Briggs (screen story, Mike Mignola (comic books)",122 min,"Action, Fantasy, Horror",http://ia.media-imdb.com/images/M/MV5BMTY3MDM0ODA3M15BMl5BanBnXkFtZTYwNDQyMzc2._V1_SX300.jpg,"237,287"
5706ffab71a0651644a2f254,movie,3 wins.,5.2,True,The Stepford Wives,"268,694",11 Jun 2004,42,USA,"Nicole Kidman, Matthew Broderick, Bette Midler, Glenn Close",PG-13,English,Frank Oz,tt0327162,"Ira Levin (book, Paul Rudnick (screenplay)",93 min,"Comedy, Sci-Fi, Thriller",http://ia.media-imdb.com/images/M/MV5BMjEzNTM4ODM1OF5BMl5BanBnXkFtZTcwNjg4NzAzMw@@._V1_SX300.jpg,"48,884"
5706ffab71a0651644a2f255,movie,1 win & 16 nominations.,7.4,True,Dawn of the Dead,"108,275",19 Mar 2004,58,"USA, Canada, Japan, France","Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer",R,English,Zack Snyder,tt0363547,"George A. Romero, James Gunn (screenplay)",101 min,"Action, Horror, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTI4OTU2NjY5OF5BMl5BanBnXkFtZTYwOTQ2Mzg3._V1_SX300.jpg,"188,560"
5706ffab71a0651644a2f256,movie,N/A,5.9,True,Without a Paddle,,20 Aug 2004,29,"USA, New Zealand","Matthew Price, Andrew Hampton, Jarred Rumbold, Carl Snell",PG-13,English,Steven Brill,tt0364751,"Fred Wolf (story, Harris Goldberg (story, Tom Nursall (story, Jay Leggett (screenplay, Mitch Rouse (screenplay)",95 min,"Adventure, Comedy, Mystery",http://ia.media-imdb.com/images/M/MV5BMjA0MTE2MDk2MF5BMl5BanBnXkFtZTYwMzg0NTc2._V1_SX300.jpg,"36,748"
5706ffab71a0651644a2f257,movie,1 win & 8 nominations.,7.7,True,The Butterfly Effect,"143,748",23 Jan 2004,30,"USA, Canada","Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson",R,English,"Eric Bress, J. Mackye Gruber",tt0289879,"J. Mackye Gruber, Eric Bress",113 min,"Sci-Fi, Thriller",http://ia.media-imdb.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_SX300.jpg,"344,517"
5706ffab71a0651644a2f258,movie,7 nominations.,6.1,True,Shall We Dance,"47,120,736",15 Oct 2004,47,USA,"Richard Gere, Jennifer Lopez, Susan Sarandon, Lisa Ann Walter",PG-13,English,Peter Chelsom,tt0358135,"Masayuki Suo, Audrey Wells (screenplay)",106 min,"Comedy, Drama, Romance",http://ia.media-imdb.com/images/M/MV5BMTcwODUwMTMxN15BMl5BanBnXkFtZTcwNzc3MjcyMQ@@._V1_SX300.jpg,"34,762"
5706ffab71a0651644a2f259,movie,4 nominations.,6.7,True,The Chronicles of Riddick,"21,955,779",11 Jun 2004,38,USA,"Vin Diesel, Colm Feore, Thandie Newton, Judi Dench",PG-13,English,David Twohy,tt0296572,"Jim Wheat (characters, Ken Wheat (characters, David Twohy",119 min,"Action, Adventure, Sci-Fi",http://ia.media-imdb.com/images/M/MV5BMTM0ODA0NDU5N15BMl5BanBnXkFtZTYwMzkzMTk2._V1_SX300.jpg,"179,338"
