_id,Title,Awards,Metascore,Country,Runtime,Rated,Director,imdbID,imdbVotes,Language,Actors,Poster,Type,Writer,Genre,Response,Released,imdbRating,Box_office
5707157a71a065165c8c3a59,Marie Antoinette,Won 1 Oscar. Another 13 wins & 18 nominations.,65,"USA, France, Japan",123 min,PG-13,Sofia Coppola,tt0422720,"77,748","English, Latin, French","Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn",http://ia.media-imdb.com/images/M/MV5BMTIzOTk1NzY5NV5BMl5BanBnXkFtZTcwOTMzNDgzMQ@@._V1_SX300.jpg,movie,Sofia Coppola,"Biography, Drama, History",True,20 Oct 2006,6.4,"15,962,471"
5707157a71a065165c8c3a5a,Larry the Cable Guy: Health Inspector,3 nominations.,21,USA,89 min,PG-13,Trent Cooper,tt0462395,"9,027",English,"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion",http://ia.media-imdb.com/images/M/MV5BMTIxMTI3MDgyM15BMl5BanBnXkFtZTcwMDU0MzIzMQ@@._V1_SX300.jpg,movie,"Jonathan Bernstein, James Greer","Comedy, Romance",True,24 Mar 2006,3.1,"15,655,665"
5707157a71a065165c8c3a5b,Arthur and the Invisibles,1 win & 2 nominations.,39,France,94 min,PG,Luc Besson,tt0344854,"25,272",English,"Freddie Highmore, Mia Farrow, Ron Crawford, Penny Balfour",http://ia.media-imdb.com/images/M/MV5BNDQ2ODQ1NTM5OF5BMl5BanBnXkFtZTcwNjQzNTA0MQ@@._V1_SX300.jpg,movie,"Céline Garcia, Luc Besson, Luc Besson (book, Patrice Garcia (creator: characters and settings, Georges Bouchelagem (creator: characters and settings, Philippe Rouchier (creator: characters and settings, Nicolas Fructus (creator: characters and settings)","Animation, Adventure, Family",True,12 Jan 2007,6.0,"15,131,330"
5707157a71a065165c8c3a5c,See No Evil,N/A,17,"USA, Australia",84 min,R,Gregory Dark,tt0437179,"21,405",English,"Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble",http://ia.media-imdb.com/images/M/MV5BMTg3MTgxNDI1MV5BMl5BanBnXkFtZTcwMTkzMjYzMQ@@._V1_SX300.jpg,movie,Dan Madigan,"Action, Horror, Thriller",True,19 May 2006,5.1,"15,019,200"
5707157a71a065165c8c3a5d,Everyone's Hero,N/A,51,"Canada, USA",88 min,G,"Colin Brady, Christopher Reeve, Daniel St. Pierre",tt0430779,"6,027",English,"Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein",http://ia.media-imdb.com/images/M/MV5BMjE3MTgwNzY5N15BMl5BanBnXkFtZTcwNDU0OTUzMQ@@._V1_SX300.jpg,movie,"Robert Kurtz (screenplay, Jeff Hand (screenplay, Howard Jonas (story)","Animation, Adventure, Comedy",True,15 Sep 2006,5.8,"14,522,427"
5707157a71a065165c8c3a5e,Hollywoodland,Nominated for 1 Golden Globe. Another 3 wins & 7 nominations.,62,USA,126 min,R,Allen Coulter,tt0427969,"28,649","English, Spanish","Adrien Brody, Diane Lane, Ben Affleck, Bob Hoskins",http://ia.media-imdb.com/images/M/MV5BMTc4ODQ2OTI5NF5BMl5BanBnXkFtZTcwMDIyNjYzMQ@@._V1_SX300.jpg,movie,Paul Bernbaum,"Biography, Crime, Drama",True,08 Sep 2006,6.5,
5707157a71a065165c8c3a5f,Letters from Iwo Jima,Won 1 Oscar. Another 22 wins & 33 nominations.,89,USA,141 min,R,Clint Eastwood,tt0498380,"129,738","Japanese, English","Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase",http://ia.media-imdb.com/images/M/MV5BMjE0NzgwODI4M15BMl5BanBnXkFtZTcwNjg3OTA0MQ@@._V1_SX300.jpg,movie,"Iris Yamashita (screenplay, Iris Yamashita (story, Paul Haggis (story, Tadamichi Kuribayashi (book, Tsuyoko Yoshido (book)","Drama, History, War",True,02 Feb 2007,7.9,"13,753,931"
5707157a71a065165c8c3a60,One Night with the King,2 wins.,38,USA,123 min,PG,Michael O. Sajbel,tt0430431,"5,685",English,"Tiffany Dupont, Luke Goss, John Noble, Omar Sharif",http://ia.media-imdb.com/images/M/MV5BMTQ0NzQwNjcxOV5BMl5BanBnXkFtZTcwNDM0MDczMQ@@._V1_SX300.jpg,movie,"Stephan Blinn (screenplay, Mark Andrew Olsen (novel, Tommy Tenney (novel)","Biography, Drama, History",True,13 Oct 2006,6.3,"13,391,174"
5707157a71a065165c8c3a61,Friends with Money,2 wins & 2 nominations.,68,USA,88 min,R,Nicole Holofcener,tt0436331,"19,303",English,"Catherine Keener, Jason Isaacs, Timm Sharp, Joan Cusack",http://ia.media-imdb.com/images/M/MV5BMjE3Mjc3NjQ5NV5BMl5BanBnXkFtZTYwMjY5MjE3._V1_SX300.jpg,movie,Nicole Holofcener,"Comedy, Drama, Romance",True,21 Apr 2006,5.9,"50,904"
5707157a71a065165c8c3a62,Flyboys,2 wins & 3 nominations.,47,"UK, USA",140 min,PG-13,Tony Bill,tt0454824,"34,999","English, French","James Franco, Scott Hazell, Mac McDonald, Philip Winchester",http://ia.media-imdb.com/images/M/MV5BMTYxMDg5NTkxMF5BMl5BanBnXkFtZTcwNjA4MDUzMQ@@._V1_SX300.jpg,movie,"Phil Sears (screenplay, Blake T. Evans (screenplay, David S. Ward (screenplay, Blake T. Evans (story)","Action, Adventure, Drama",True,22 Sep 2006,6.6,
5707157a71a065165c8c3a63,How to Eat Fried Worms,1 win & 2 nominations.,56,USA,98 min,PG,Bob Dolman,tt0462346,"3,962",English,"Luke Benward, Hallie Kate Eisenberg, Adam Hicks, Austin Rogers",http://ia.media-imdb.com/images/M/MV5BMTc0MzgwNjcyOV5BMl5BanBnXkFtZTcwNjE3ODQzMQ@@._V1_SX300.jpg,movie,"Bob Dolman (screenplay, Thomas Rockwell (novel)","Comedy, Family",True,25 Aug 2006,5.4,"13,022,756"
5707157a71a065165c8c3a64,Volver,Nominated for 1 Oscar. Another 60 wins & 78 nominations.,84,Spain,121 min,R,Pedro Almodóvar,tt0441909,"74,845",Spanish,"Penélope Cruz, Carmen Maura, Lola Dueñas, Blanca Portillo",http://ia.media-imdb.com/images/M/MV5BMjA0NTUxMjY1OV5BMl5BanBnXkFtZTcwNjI2OTMzMQ@@._V1_SX300.jpg,movie,Pedro Almodóvar (screenplay),"Comedy, Crime, Drama",True,26 Jan 2007,7.6,"12,899,702"
5707157a71a065165c8c3a65,Bon Cop Bad Cop,7 wins & 22 nominations.,N/A,Canada,116 min,R,Erik Canuel,tt0479647,"8,353","English, French","Michel Beaudry, Patrice Bélanger, Pierre Boudreau, Sarain Boylan",http://ia.media-imdb.com/images/M/MV5BMTU2NTkwMTcwM15BMl5BanBnXkFtZTcwNzIwNzE0MQ@@._V1_SX300.jpg,movie,"Leila Basen, Alex Epstein, Patrick Huard (scenario, Kevin Tierney (script)","Action, Comedy, Crime",True,11 Aug 2006,7.0,
5707157a71a065165c8c3a66,Idlewild,1 win & 5 nominations.,55,USA,121 min,R,Bryan Barber,tt0417225,"4,535",English,"André Benjamin, Big Boi, Paula Patton, Terrence Howard",http://ia.media-imdb.com/images/M/MV5BOTAxMTgyMDI2NF5BMl5BanBnXkFtZTcwMjU4NjgzMQ@@._V1_SX300.jpg,movie,Bryan Barber,"Crime, Drama, Musical",True,25 Aug 2006,6.2,"12,549,485"
5707157a71a065165c8c3a67,Freedomland,2 wins & 2 nominations.,43,USA,113 min,R,Joe Roth,tt0349467,"13,250","English, Italian","Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard",http://ia.media-imdb.com/images/M/MV5BMTc5MzI3NDE4MF5BMl5BanBnXkFtZTcwNTIyNzYzMw@@._V1_SX300.jpg,movie,"Richard Price (screenplay, Richard Price (novel)","Crime, Drama, Mystery",True,17 Feb 2006,5.1,"12,512,886"
5707157a71a065165c8c3a68,Zoom,4 wins & 8 nominations.,26,USA,83 min,PG,Peter Hewitt,tt0383060,"14,612",English,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin",http://ia.media-imdb.com/images/M/MV5BMTM0NjczMzUyM15BMl5BanBnXkFtZTcwMDEwMjQzMQ@@._V1_SX300.jpg,movie,"Adam Rifkin (screenplay, David Berenbaum (screenplay, Adam Rifkin (screen story, Jason Lethcoe (novel)","Action, Adventure, Family",True,11 Aug 2006,4.2,"11,631,245"
5707157a71a065165c8c3a69,Something New,4 wins & 10 nominations.,64,USA,99 min,PG-13,Sanaa Hamri,tt0437777,"10,395","English, Spanish","Sanaa Lathan, Fuzzy Fantabulous, Katharine Towne, Stanley DeSantis",http://ia.media-imdb.com/images/M/MV5BMzMzNzU0NzQ1NF5BMl5BanBnXkFtZTcwNTMzOTEzMQ@@._V1_SX300.jpg,movie,Kriss Turner,"Comedy, Drama, Romance",True,03 Feb 2006,6.8,"11,425,894"
5707157a71a065165c8c3a6a,Material Girls,1 win & 4 nominations.,17,USA,98 min,PG,Martha Coolidge,tt0433412,"18,877",English,"Hilary Duff, Haylie Duff, Maria Conchita Alonso, Anjelica Huston",http://ia.media-imdb.com/images/M/MV5BMTk3MTY2MDAzMF5BMl5BanBnXkFtZTcwNjQ4MjUzMQ@@._V1_SX300.jpg,movie,"John Quaintance, Jessica O'Toole, Amy Rardin","Comedy, Family, Romance",True,18 Aug 2006,3.9,
5707157a71a065165c8c3a6b,Bobby,Nominated for 2 Golden Globes. Another 7 wins & 15 nominations.,54,USA,117 min,R,Emilio Estevez,tt0308055,"37,769","English, Spanish","Harry Belafonte, Joy Bryant, Nick Cannon, Emilio Estevez",http://ia.media-imdb.com/images/M/MV5BMTIyMTAyMjcxOV5BMl5BanBnXkFtZTcwNjc0NDUzMQ@@._V1_SX300.jpg,movie,Emilio Estevez,"Drama, History",True,23 Nov 2006,7.0,"11,204,499"
5707157a71a065165c8c3a6c,Scoop,1 nomination.,48,"UK, USA",96 min,PG-13,Woody Allen,tt0457513,"65,149",English,"Jim Dunk, Robert Bathurst, Geoff Bell, Christopher Fulford",http://ia.media-imdb.com/images/M/MV5BMTM2MjYzOTMwNV5BMl5BanBnXkFtZTcwMjM0NTQzMQ@@._V1_SX300.jpg,movie,Woody Allen,"Comedy, Mystery",True,28 Jul 2006,6.7,"10,515,579"
5707157a71a065165c8c3a6d,Facing the Giants,N/A,38,USA,111 min,PG,Alex Kendrick,tt0805526,"11,920",English,"Erin Bethea, James Blackwell, Bailey Cave, Shannen Fields",http://ia.media-imdb.com/images/M/MV5BMTI5OTg1NjI3M15BMl5BanBnXkFtZTcwNDc4MzMzMQ@@._V1_SX300.jpg,movie,"Alex Kendrick, Stephen Kendrick","Drama, Sport",True,29 Sep 2006,6.7,"10,174,663"
5707157a71a065165c8c3a6e,The Fountain,Nominated for 1 Golden Globe. Another 8 wins & 31 nominations.,51,"USA, Canada",96 min,PG-13,Darren Aronofsky,tt0414993,"186,456","English, Maya","Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis",http://ia.media-imdb.com/images/M/MV5BMTU5OTczMTcxMV5BMl5BanBnXkFtZTcwNDg3MTEzMw@@._V1_SX300.jpg,movie,"Darren Aronofsky (screenplay, Darren Aronofsky (story, Ari Handel (story)","Drama, Sci-Fi",True,22 Nov 2006,7.3,"10,139,254"
5707157a71a065165c8c3a6f,Tenacious D in The Pick of Destiny,2 nominations.,55,"USA, Germany",93 min,R,Liam Lynch,tt0365830,"83,650",English,"Jack Black, Kyle Gass, JR Reed, Ronnie James Dio",http://ia.media-imdb.com/images/M/MV5BMTUyMDA3OTc4MV5BMl5BanBnXkFtZTcwNzE5NjkzMQ@@._V1_SX300.jpg,movie,"Jack Black, Kyle Gass, Liam Lynch","Adventure, Comedy, Music",True,22 Nov 2006,6.8,"8,319,186"
5707157a71a065165c8c3a70,Hoot,1 win & 5 nominations.,46,USA,91 min,PG,Wil Shriner,tt0453494,"6,396",English,"Luke Wilson, Logan Lerman, Brie Larson, Tim Blake Nelson",http://ia.media-imdb.com/images/M/MV5BMTUwNzA3NTczNl5BMl5BanBnXkFtZTcwNzg2NDQzMQ@@._V1_SX300.jpg,movie,"Wil Shriner (screenplay, Carl Hiaasen (novel)","Adventure, Comedy, Family",True,05 May 2006,5.6,"8,080,116"
5707157a71a065165c8c3a71,The Painted Veil,Won 1 Golden Globe. Another 8 wins & 11 nominations.,69,"China, USA, Canada",125 min,PG-13,John Curran,tt0446755,"75,958","Mandarin, English, French","Catherine An, Bin Li, Bin Wu, Alan David",http://ia.media-imdb.com/images/M/MV5BMTMzODg4MjU4OF5BMl5BanBnXkFtZTYwNDAzNTU3._V1_SX300.jpg,movie,"Ron Nyswaner (screenplay, W. Somerset Maugham (novel)","Drama, Romance",True,19 Jan 2007,7.5,
5707157a71a065165c8c3a72,The Night Listener,2 nominations.,51,USA,91 min,R,Patrick Stettner,tt0448075,"12,891",English,"Robin Williams, Toni Collette, Joe Morton, Bobby Cannavale",http://ia.media-imdb.com/images/M/MV5BMTI0MzM0NjkzMF5BMl5BanBnXkFtZTcwMDA0MTkzMQ@@._V1_SX300.jpg,movie,"Armistead Maupin (screenplay, Terry Anderson (screenplay, Patrick Stettner (screenplay, Armistead Maupin (novel)","Crime, Mystery, Thriller",True,04 Aug 2006,5.9,
5707157a71a065165c8c3a73,Slither,2 wins & 5 nominations.,69,"Canada, USA",95 min,R,James Gunn,tt0439815,"60,406",English,"Don Thompson, Nathan Fillion, Gregg Henry, Xantha Radley",http://ia.media-imdb.com/images/M/MV5BMjEyNTE0NDI2OF5BMl5BanBnXkFtZTcwODcwODMzMQ@@._V1_SX300.jpg,movie,James Gunn,"Comedy, Horror, Sci-Fi",True,31 Mar 2006,6.5,"214,550"
5707157a71a065165c8c3a74,The Return,N/A,38,USA,85 min,PG-13,Asif Kapadia,tt0433442,"9,946",English,"Sarah Michelle Gellar, Peter O'Brien, Adam Scott, Kate Beahan",http://ia.media-imdb.com/images/M/MV5BMTc0MzQ4NzQ1NV5BMl5BanBnXkFtZTcwNDc2MjczMQ@@._V1_SX300.jpg,movie,Adam Sussman,"Horror, Mystery, Thriller",True,10 Nov 2006,4.8,"7,744,785"
5707157a71a065165c8c3a75,A Good Year,1 win & 2 nominations.,47,"USA, UK",117 min,PG-13,Ridley Scott,tt0401445,"68,781","English, French, Russian","Freddie Highmore, Albert Finney, Russell Crowe, Rafe Spall",http://ia.media-imdb.com/images/M/MV5BODE4NDY3MjUxNV5BMl5BanBnXkFtZTYwMTMwODI3._V1_SX300.jpg,movie,"Marc Klein (screenplay, Peter Mayle (novel)","Comedy, Drama, Romance",True,10 Nov 2006,6.9,"7,458,269"
5707157a71a065165c8c3a76,Doogal,2 wins & 1 nomination.,23,"USA, UK, France",78 min,G,"Dave Borthwick, Jean Duval, Frank Passingham",tt0763304,"3,775",English,"Daniel Tay, Jimmy Fallon, Jon Stewart, Whoopi Goldberg",http://ia.media-imdb.com/images/M/MV5BMTI1NTYzODQ0Ml5BMl5BanBnXkFtZTcwMjY4NjIzMQ@@._V1_SX300.jpg,movie,"Paul Bassett (screenplay, Martine Danot (characters, Serge Danot (characters, Serge Danot (creator, Serge Danot (screenplay, Butch Hartman (screenplay, Tad Safran (screenplay, Raolf Sanoussi (screenplay, Stephane Sanoussi (screenplay)","Animation, Adventure, Comedy",True,24 Feb 2006,2.8,"7,382,993"
5707157a71a065165c8c3a77,All the King's Men,1 win & 3 nominations.,37,"Germany, USA",128 min,PG-13,Steven Zaillian,tt0405676,"20,387",English,"Sean Penn, Jude Law, Anthony Hopkins, Kate Winslet",http://ia.media-imdb.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_SX300.jpg,movie,"Steven Zaillian (screenplay, Robert Penn Warren (novel)","Drama, Thriller",True,22 Sep 2006,6.2,"7,221,458"
5707157a71a065165c8c3a78,American Dreamz,1 nomination.,45,USA,107 min,PG-13,Paul Weitz,tt0465142,"22,459","English, Mandarin","Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe",http://ia.media-imdb.com/images/M/MV5BMjE0MTk1NzM4MV5BMl5BanBnXkFtZTcwOTUzMjYzMQ@@._V1_SX300.jpg,movie,Paul Weitz,"Comedy, Music",True,21 Apr 2006,5.5,
5707157a71a065165c8c3a79,Phat Girlz,N/A,36,USA,99 min,PG-13,Nnegest Likké,tt0490196,"8,237",English,"Mo'Nique, Jimmy Jean-Louis, Godfrey, Kendra C. Johnson",http://ia.media-imdb.com/images/M/MV5BNDIyNzU2NTkwM15BMl5BanBnXkFtZTcwNDYyMDMzMQ@@._V1_SX300.jpg,movie,Nnegest Likké,Comedy,True,07 Apr 2006,3.0,"7,059,537"
5707157a71a065165c8c3a7a,Turistas,1 win & 1 nomination.,36,USA,93 min,R,John Stockwell,tt0454970,"30,640","English, Portuguese","Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew",http://ia.media-imdb.com/images/M/MV5BMTc1MzIzODc3MF5BMl5BanBnXkFtZTcwMjg1NTY0MQ@@._V1_SX300.jpg,movie,Michael Ross,"Horror, Mystery, Thriller",True,01 Dec 2006,5.3,"7,025,803"
5707157a71a065165c8c3a7b,Running with Scissors,Nominated for 1 Golden Globe. Another 3 wins & 6 nominations.,52,USA,116 min,R,Ryan Murphy,tt0439289,"19,785",English,"Annette Bening, Brian Cox, Joseph Fiennes, Evan Rachel Wood",http://ia.media-imdb.com/images/M/MV5BMTIwOTU2NjE0N15BMl5BanBnXkFtZTcwMTg2MDUzMQ@@._V1_SX300.jpg,movie,"Ryan Murphy (screenplay, Augusten Burroughs (book)","Comedy, Drama",True,27 Oct 2006,6.2,"6,754,898"
5707157a71a065165c8c3a7c,Crossover,N/A,30,USA,95 min,PG-13,Preston A. Whitmore II,tt0473024,"8,677",English,"Anthony Mackie, Wesley Jonathan, Eva Marcille, Wayne Brady",http://ia.media-imdb.com/images/M/MV5BMTU4NDg4MjUyMV5BMl5BanBnXkFtZTcwNzIzNTQzMQ@@._V1_SX300.jpg,movie,Preston A. Whitmore II,"Action, Sport",True,01 Sep 2006,2.1,"7,009,668"
5707157a71a065165c8c3a7d,Running Scared,4 nominations.,41,"Germany, USA",122 min,R,Wayne Kramer,tt0404390,"87,205","English, Russian, Spanish","Paul Walker, Cameron Bright, Vera Farmiga, Chazz Palminteri",http://ia.media-imdb.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_SX300.jpg,movie,Wayne Kramer,"Action, Crime, Drama",True,24 Feb 2006,7.4,"6,855,137"
5707157a71a065165c8c3a7e,Curse of the Golden Flower,Nominated for 1 Oscar. Another 11 wins & 30 nominations.,70,"China, Hong Kong",114 min,R,Yimou Zhang,tt0473444,"35,750",Mandarin,"Yun-Fat Chow, Li Gong, Jay Chou, Ye Liu",http://ia.media-imdb.com/images/M/MV5BMTA3NTY2MjA0NzFeQTJeQWpwZ15BbWU3MDgwNTA3NDE@._V1_SX300.jpg,movie,"Yu Cao (play, Yimou Zhang","Drama, Romance",True,12 Jan 2007,7.0,
5707157a71a065165c8c3a7f,Grandma's Boy,1 nomination.,33,USA,94 min,R,Nicholaus Goossen,tt0456554,"66,688",English,"Linda Cardellini, Allen Covert, Peter Dante, Shirley Jones",http://ia.media-imdb.com/images/M/MV5BMTY4OTQ1MTYxNV5BMl5BanBnXkFtZTcwMDE0NDEzMQ@@._V1_SX300.jpg,movie,"Barry Wernick, Allen Covert, Nick Swardson",Comedy,True,06 Jan 2006,7.0,"6,088,249"
5707157a71a065165c8c3a80,Basic Instinct 2,7 wins & 6 nominations.,26,"UK, Germany, Spain, USA",114 min,R,Michael Caton-Jones,tt0430912,"30,494",English,"Stan Collymore, Sharon Stone, Neil Maskell, David Thewlis",http://ia.media-imdb.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_SX300.jpg,movie,"Leora Barish, Henry Bean, Joe Eszterhas (characters)","Crime, Mystery, Thriller",True,31 Mar 2006,4.2,"1,533,491"
5707157a71a065165c8c3a81,For Your Consideration,3 wins & 14 nominations.,68,USA,86 min,PG-13,Christopher Guest,tt0470765,"12,043",English,"Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy",http://ia.media-imdb.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,movie,"Christopher Guest, Eugene Levy",Comedy,True,22 Nov 2006,6.3,"5,542,025"
5707157a71a065165c8c3a82,A Scanner Darkly,3 wins & 18 nominations.,73,USA,100 min,R,Richard Linklater,tt0405296,"87,248",English,"Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves",http://ia.media-imdb.com/images/M/MV5BMTU1ODk2NTkwNF5BMl5BanBnXkFtZTcwNDkwNDI0MQ@@._V1_SX300.jpg,movie,"Philip K. Dick (novel, Richard Linklater (screenplay)","Animation, Sci-Fi, Thriller",True,28 Jul 2006,7.1,"5,480,996"
5707157a71a065165c8c3a83,Little Children,Nominated for 3 Oscars. Another 18 wins & 54 nominations.,75,USA,136 min,R,Todd Field,tt0404203,"91,496",English,"Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley",http://ia.media-imdb.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_SX300.jpg,movie,"Todd Field (screenplay, Tom Perrotta (screenplay, Tom Perrotta (based on the novel by)","Drama, Romance",True,09 Feb 2007,7.6,"5,459,824"
5707157a71a065165c8c3a84,The Science of Sleep,7 wins & 6 nominations.,70,"France, Italy",105 min,R,Michel Gondry,tt0354899,"60,736","French, English, Spanish","Gael García Bernal, Charlotte Gainsbourg, Alain Chabat, Miou-Miou",http://ia.media-imdb.com/images/M/MV5BMTg3NTcxNzY5NV5BMl5BanBnXkFtZTcwODk5NTQzMQ@@._V1_SX300.jpg,movie,Michel Gondry,"Comedy, Drama, Fantasy",True,29 Sep 2006,7.3,
5707157a71a065165c8c3a85,Let's Go to Prison,N/A,27,USA,84 min,R,Bob Odenkirk,tt0454987,"19,323",English,"Dax Shepard, Will Arnett, Chi McBride, David Koechner",http://ia.media-imdb.com/images/M/MV5BMTQ2ODkxNDE1N15BMl5BanBnXkFtZTcwOTMzMjkzMQ@@._V1_SX300.jpg,movie,"Robert Ben Garant, Thomas Lennon, Michael Patrick Jann, Jim Hogshire (book)","Comedy, Crime",True,17 Nov 2006,6.0,"4,613,815"
5707157a71a065165c8c3a86,Keeping Up with the Steins,2 nominations.,57,USA,90 min,PG-13,Scott Marshall,tt0415949,"2,674","English, Hebrew","Daryl Sabara, Jami Gertz, Jeremy Piven, Cheryl Hines",http://ia.media-imdb.com/images/M/MV5BOTQ0OTE5MjA5N15BMl5BanBnXkFtZTcwNTk4NzczMQ@@._V1_SX300.jpg,movie,Mark Zakarin,Comedy,True,02 Jun 2006,5.4,"4,328,294"
5707157a71a065165c8c3a87,Catch a Fire,2 wins & 5 nominations.,62,"France, UK, South Africa, USA",101 min,PG-13,Phillip Noyce,tt0437232,"9,271","English, Afrikaans, Zulu, Portuguese","Tim Robbins, Derek Luke, Bonnie Henna, Mncedisi Shabangu",http://ia.media-imdb.com/images/M/MV5BOTEzMjQ5NzEwNl5BMl5BanBnXkFtZTcwMDYwMTgzMQ@@._V1_SX300.jpg,movie,Shawn Slovo,"Biography, Drama, History",True,27 Oct 2006,6.7,"193,480"
5707157a71a065165c8c3a88,Trailer Park Boys: The Movie,3 nominations.,38,Canada,95 min,R,Mike Clattenburg,tt0425601,"9,952",English,"Robb Wells, John Paul Tremblay, Mike Smith, Lucy Decoutere",http://ia.media-imdb.com/images/M/MV5BMTY5Mzg4MDM1M15BMl5BanBnXkFtZTcwNTk4MzkzMQ@@._V1_SX300.jpg,movie,"Mike Clattenburg (screenplay, Robb Wells (screenplay, Mike Clattenburg (television series \","Comedy, Crime",True,06 Oct 2006,7.3,
5707157a71a065165c8c3a89,Venus,Nominated for 1 Oscar. Another 4 wins & 19 nominations.,82,UK,95 min,R,Roger Michell,tt0489327,"10,936",English,"Peter O'Toole, Leslie Phillips, Beatrice Savoretti, Philip Fox",http://ia.media-imdb.com/images/M/MV5BMTQ1ODQ4MDg0OV5BMl5BanBnXkFtZTcwOTk5NDQ0MQ@@._V1_SX300.jpg,movie,Hanif Kureishi,"Comedy, Drama, Romance",True,16 Feb 2007,7.1,"3,343,528"
5707157a71a065165c8c3a8a,Art School Confidential,N/A,54,USA,102 min,R,Terry Zwigoff,tt0364955,"14,664",English,"Max Minghella, Sophia Myles, John Malkovich, Jim Broadbent",http://ia.media-imdb.com/images/M/MV5BMjA2Nzg0NjQwM15BMl5BanBnXkFtZTcwODgxNDgzMQ@@._V1_SX300.jpg,movie,"Daniel Clowes (screenplay, Daniel Clowes (comic story)","Comedy, Drama",True,12 May 2006,6.3,"3,296,916"
5707157a71a065165c8c3a8b,Water,N/A,N/A,Russia,87 min,N/A,"Julia Perkul, Anastasiya Popova",tt1663702,135,Russian,"Masaru Emoto, Leonid Izvekov, Vlail Kaznacheyev, Lex Lang",http://ia.media-imdb.com/images/M/MV5BMjEwMzQxNjE1M15BMl5BanBnXkFtZTcwNzM2ODQ2Mw@@._V1_SX300.jpg,movie,"Saida Medvedeva, Sergey Shumakov",Documentary,True,18 Apr 2008,6.4,
5707157a71a065165c8c3a8c,Kabhi Alvida Naa Kehna,4 wins & 22 nominations.,N/A,India,193 min,R,Karan Johar,tt0449999,"13,346","Hindi, English","Shah Rukh Khan, Rani Mukerji, Amitabh Bachchan, Preity Zinta",http://ia.media-imdb.com/images/M/MV5BMjE2NjU1MjI3M15BMl5BanBnXkFtZTcwMzc3NTk5Mw@@._V1_SX300.jpg,movie,"Karan Johar (story, Shibani Bathija (screenplay, Karan Johar (screenplay, Niranjan Iyengar (dialogue)",Drama,True,11 Aug 2006,6.0,"3,275,443"
5707157a71a065165c8c3a8d,Wordplay,1 win & 7 nominations.,73,USA,94 min,PG,Patrick Creadon,tt0492506,"3,352",English,"Will Shortz, Merl Reagle, Tyler Hinman, Trip Payne",http://ia.media-imdb.com/images/M/MV5BMTQzMDY0NDkxMl5BMl5BanBnXkFtZTcwOTk1NzczMQ@@._V1_SX300.jpg,movie,"Patrick Creadon, Christine O'Malley",Documentary,True,21 Jul 2006,7.4,"3,117,666"
5707157a71a065165c8c3a8e,Miss Potter,Nominated for 1 Golden Globe. Another 5 wins & 4 nominations.,57,"UK, USA, Isle Of Man",88 min,PG,Chris Noonan,tt0482546,"23,437",English,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn",http://ia.media-imdb.com/images/M/MV5BMTA0NjgzMDIzNjVeQTJeQWpwZ15BbWU3MDE3ODk0NDE@._V1_SX300.jpg,movie,Richard Maltby Jr.,"Biography, Drama, Romance",True,09 Mar 2007,7.0,"2,975,649"
5707157a71a065165c8c3a8f,The History Boys,Nominated for 2 BAFTA Film Awards. Another 2 wins & 12 nominations.,74,UK,109 min,R,Nicholas Hytner,tt0464049,"17,354",English,"Samuel Anderson, James Corden, Stephen Campbell Moore, Richard Griffiths",http://ia.media-imdb.com/images/M/MV5BMTQ3NTMxMzY5MF5BMl5BanBnXkFtZTcwMzY4OTQ0MQ@@._V1_SX300.jpg,movie,"Alan Bennett (screenplay, Alan Bennett (play)","Comedy, Drama",True,22 Dec 2006,6.9,"2,706,659"
