_id,imdbVotes,Language,Rated,Type,Awards,Director,Metascore,Actors,imdbID,Box_office,Genre,Title,Runtime,Country,imdbRating,Writer,Poster,Response,Released
570628e471a0651484e0b5d5,"167,376",English,PG-13,movie,2 wins & 5 nominations.,Peter Segal,52,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",tt0305224,"1,271,246",Comedy,Anger Management,106 min,USA,6.2,David Dorfman,http://ia.media-imdb.com/images/M/MV5BMTQ1NTIxMTY5OF5BMl5BanBnXkFtZTYwODI3Mzg5._V1_SX300.jpg,True,11 Apr 2003
570628e471a0651484e0b5d6,"29,518",English,PG-13,movie,4 wins & 13 nominations.,Adam Shankman,39,"Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright",tt0305669,"884,848",Comedy,Bringing Down the House,105 min,USA,5.5,Jason Filardi,http://ia.media-imdb.com/images/M/MV5BMTIwNzIyNjc1M15BMl5BanBnXkFtZTYwMzI3Mzg5._V1_SX300.jpg,True,07 Mar 2003
570628e471a0651484e0b5d7,"205,737","English, Spanish",PG-13,movie,2 wins & 8 nominations.,Ang Lee,54,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",tt0286716,"132,122,995","Action, Sci-Fi",Hulk,138 min,USA,5.7,"Stan Lee (Marvel comic book character, Jack Kirby (Marvel comic book character, James Schamus (story, John Turman (screenplay, Michael France (screenplay, James Schamus (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTQxNzUxNTE4Nl5BMl5BanBnXkFtZTYwMjcyNTk5._V1_SX300.jpg,True,20 Jun 2003
570628e471a0651484e0b5d8,"183,743","English, Spanish",PG-13,movie,3 wins & 13 nominations.,John Singleton,38,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser",tt0322259,"204,052","Action, Crime, Thriller",2 Fast 2 Furious,107 min,"USA, Germany",5.8,"Gary Scott Thompson (characters, Michael Brandt (story, Derek Haas (story, Gary Scott Thompson (story, Michael Brandt (screenplay, Derek Haas (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTIyMDUwMDc4OF5BMl5BanBnXkFtZTYwNTY2Nzk5._V1_SX300.jpg,True,06 Jun 2003
570628e471a0651484e0b5d9,"89,213","English, French",PG-13,movie,Nominated for 1 Oscar. Another 7 wins & 12 nominations.,Nancy Meyers,66,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand",tt0337741,"4,558,255","Comedy, Drama, Romance",Something's Gotta Give,128 min,USA,6.7,Nancy Meyers,http://ia.media-imdb.com/images/M/MV5BMTQ0NTExMjk2Nl5BMl5BanBnXkFtZTcwOTQ0NTUyMQ@@._V1_SX300.jpg,True,12 Dec 2003
570628e471a0651484e0b5da,"56,648",English,PG-13,movie,Nominated for 7 Oscars. Another 6 wins & 34 nominations.,Gary Ross,72,"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper",tt0329575,"4,439,434","Drama, History, Sport",Seabiscuit,140 min,USA,7.3,"Laura Hillenbrand (book, Gary Ross (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTkyNzM4Mjc4NF5BMl5BanBnXkFtZTcwNjQxNzgxMQ@@._V1_SX300.jpg,True,25 Jul 2003
570628e471a0651484e0b5db,"117,518","English, Spanish, French",PG-13,movie,4 wins & 5 nominations.,Clark Johnson,45,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J",tt0257076,,"Action, Crime, Thriller",S.W.A.T.,117 min,USA,6.0,"Robert Hamner (characters, Ron Mita (story, Jim McClain (story, David Ayer (screenplay, David McKenna (screenplay)",http://ia.media-imdb.com/images/M/MV5BNDgzMzA0NDIzOV5BMl5BanBnXkFtZTcwMzcwNDAwMQ@@._V1_SX300.jpg,True,08 Aug 2003
570628e471a0651484e0b5dc,"308,336","English, Japanese",R,movie,Nominated for 4 Oscars. Another 19 wins & 47 nominations.,Edward Zwick,55,"Ken Watanabe, Tom Cruise, William Atherton, Chad Lindberg",tt0325710,"111,110,575","Action, Drama, History",The Last Samurai,154 min,"USA, New Zealand, Japan",7.7,"John Logan (story, John Logan (screenplay, Edward Zwick (screenplay, Marshall Herskovitz (screenplay)",http://ia.media-imdb.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_SX300.jpg,True,05 Dec 2003
570628e471a0651484e0b5dd,"93,192","English, Mandarin",PG,movie,Nominated for 1 Golden Globe. Another 5 wins & 9 nominations.,Mark Waters,70,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould",tt0322330,"274,059","Comedy, Family, Fantasy",Freaky Friday,97 min,USA,6.1,"Mary Rodgers (novel, Heather Hach (screenplay, Leslie Dixon (screenplay)",http://ia.media-imdb.com/images/M/MV5BNDE0NTQwODM5M15BMl5BanBnXkFtZTYwNzQ2Nzk5._V1_SX300.jpg,True,06 Aug 2003
570628e471a0651484e0b5de,"108,585",English,PG-13,movie,2 wins & 2 nominations.,David Zucker,49,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen",tt0306047,"50,529,578",Comedy,Scary Movie 3,84 min,"USA, Canada",5.4,"Craig Mazin, Pat Proft, Shawn Wayans (characters, Marlon Wayans (characters, Buddy Johnson (characters, Phil Beauman (characters, Jason Friedberg (characters, Aaron Seltzer (characters)",http://ia.media-imdb.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_SX300.jpg,True,24 Oct 2003
570628e471a0651484e0b5df,"278,529","English, Russian, Italian",PG-13,movie,7 wins & 7 nominations.,F. Gary Gray,68,"Mark Wahlberg, Charlize Theron, Donald Sutherland, Jason Statham",tt0317740,"1,498,261","Action, Crime, Thriller",The Italian Job,111 min,"USA, France, UK",7.0,"Troy Kennedy-Martin, Donna Powers (screenplay, Wayne Powers (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTQ4Mjc4NDAwN15BMl5BanBnXkFtZTgwMjgzMzk5MDE@._V1_SX300.jpg,True,30 May 2003
570628e471a0651484e0b5e0,"151,106",English,PG-13,movie,1 win & 7 nominations.,Donald Petrie,45,"Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse",tt0251127,"817,360","Comedy, Romance",How to Lose a Guy in 10 Days,116 min,"USA, Germany",6.4,"Michele Alexander (book, Jeannie Long (book, Kristen Buckley (screenplay, Brian Regan (screenplay, Burr Steers (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,True,07 Feb 2003
570628e471a0651484e0b5e1,"158,410",English,R,movie,3 wins & 6 nominations.,Jesse Dylan,43,"Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas",tt0328828,"2,283,276","Comedy, Romance",American Wedding,96 min,"USA, Germany",6.3,"Adam Herz (characters, Adam Herz",http://ia.media-imdb.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_SX300.jpg,True,01 Aug 2003
570628e471a0651484e0b5e2,"47,893","English, Klingon, German",PG,movie,1 win & 7 nominations.,Steve Carr,39,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",tt0317303,"1,894,325","Comedy, Family",Daddy Day Care,92 min,USA,5.5,Geoff Rodkey,http://ia.media-imdb.com/images/M/MV5BMTY5NDk2MDAzM15BMl5BanBnXkFtZTYwODA5ODE3._V1_SX300.jpg,True,09 May 2003
570628e471a0651484e0b5e3,"169,687","English, Greek, Italian",PG-13,movie,4 wins & 16 nominations.,Mark Steven Johnson,42,"Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan",tt0287978,"431,881","Action, Crime, Thriller",Daredevil,103 min,USA,5.3,Mark Steven Johnson (screenplay),http://ia.media-imdb.com/images/M/MV5BMzU3MDUxNjYwNl5BMl5BanBnXkFtZTYwNzQ3Nzc2._V1_SX300.jpg,True,14 Feb 2003
570628e471a0651484e0b5e4,"34,990",English,PG,movie,3 wins & 13 nominations.,Bo Welch,19,"Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning",tt0312528,,"Adventure, Comedy, Family",The Cat in the Hat,82 min,USA,3.8,"Dr. Seuss (book, Alec Berg (screenplay, David Mandel (screenplay, Jeff Schaffer (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_SX300.jpg,True,21 Nov 2003
570628e471a0651484e0b5e5,"99,133","English, Mandarin, Spanish",PG-13,movie,7 wins & 14 nominations.,McG,48,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",tt0305357,"100,685,880","Action, Adventure, Comedy",Charlie's Angels: Full Throttle,106 min,USA,4.8,"Ivan Goff (television series, Ben Roberts (television series, John August (story, John August (screenplay, Cormac Wibberley (screenplay, Marianne Wibberley (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_SX300.jpg,True,27 Jun 2003
570628e471a0651484e0b5e6,"116,529",English,R,movie,Won 1 Oscar. Another 17 wins & 92 nominations.,Anthony Minghella,73,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins",tt0159365,"95,632,614","Drama, History, Romance",Cold Mountain,154 min,"USA, UK, Romania, Italy",7.2,"Charles Frazier (book, Anthony Minghella (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_SX300.jpg,True,25 Dec 2003
570628e471a0651484e0b5e7,"164,673","English, French, Portuguese",PG-13,movie,Won 2 Oscars. Another 21 wins & 77 nominations.,Peter Weir,81,"Russell Crowe, Paul Bettany, James D'Arcy, Edward Woodall",tt0311113,"93,926,386","Action, Adventure, Drama",Master and Commander: The Far Side of the World,138 min,USA,7.4,"Patrick O'Brian (novels, Peter Weir (screenplay, John Collee (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg,True,14 Nov 2003
570628e471a0651484e0b5e8,"329,599",English,R,movie,Won 2 Oscars. Another 52 wins & 121 nominations.,Clint Eastwood,84,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne",tt0327056,"90,135,191","Crime, Drama, Mystery",Mystic River,138 min,"USA, Australia",8.0,"Brian Helgeland (screenplay, Dennis Lehane (novel)",http://ia.media-imdb.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg,True,15 Oct 2003
570628e471a0651484e0b5e9,"66,838","English, Inuktitut, Croatian, Serbian",G,movie,Nominated for 1 Oscar. Another 2 wins & 19 nominations.,"Aaron Blaise, Robert Walker",48,"Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis",tt0328880,"80,239,025","Animation, Adventure, Family",Brother Bear,85 min,USA,6.8,"Tab Murphy (screenplay, Lorne Cameron (screenplay, David Hoselton (screenplay, Steve Bencich (screenplay, Ron J. Friedman (screenplay, Stephen J. Anderson (story, Stevie Wermers (story, Kevin Deters (story, Woody Woodman (story, Thom Enriquez (story, Kevin Harkey (story, Broose Johnson (story, John Norton (story, John Puglisi (story, Tim Hodge (additional story, Tom LaBaff (additional story, Ray Shenusay (additional story, Brian Pimental (additional story, Jim Story (additional story, Don Dougherty (additional story, Don Hall (additional story, Samuel Levine (additional story, Aurian Redson (additional story, Chris Williams (additional story, Jeff Hand (additional story material)",http://ia.media-imdb.com/images/M/MV5BOTA2NzM4MjY1NV5BMl5BanBnXkFtZTcwNzkzNzQyMQ@@._V1_SX300.jpg,True,01 Nov 2003
570628e471a0651484e0b5ea,22,English,N/A,movie,N/A,N/A,N/A,"Michael Buffer, Sean S. Cunningham, Robert Englund, Ken Kirzinger",tt3460094,,Short,Freddy Vs. Jason Weigh-In Las Vegas,N/A,USA,8.2,N/A,N/A,True,15 Jul 2003
570628e471a0651484e0b5eb,"203,628",English,PG-13,movie,Nominated for 1 Golden Globe. Another 7 wins & 16 nominations.,Richard Linklater,82,"Jack Black, Adam Pascal, Lucas Papaelias, Chris Stack",tt0332379,"709,247","Comedy, Music",School of Rock,108 min,"USA, Germany",7.1,Mike White,http://ia.media-imdb.com/images/M/MV5BMjEwOTMzNjYzMl5BMl5BanBnXkFtZTcwNjczMTQyMQ@@._V1_SX300.jpg,True,03 Oct 2003
570628e471a0651484e0b5ec,"105,902",English,R,movie,4 wins & 14 nominations.,Marcus Nispel,38,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",tt0324216,"562,521",Horror,The Texas Chainsaw Massacre,98 min,USA,6.2,"Kim Henkel, Tobe Hooper, Scott Kosar (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjA4OTc0NDEzNF5BMl5BanBnXkFtZTcwNzI1MzAwMQ@@._V1_SX300.jpg,True,17 Oct 2003
570628e471a0651484e0b5ed,"31,021",English,PG,movie,1 win & 4 nominations.,Rob Minkoff,34,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason",tt0338094,"7,776,947","Comedy, Family, Fantasy",The Haunted Mansion,88 min,USA,4.9,David Berenbaum,http://ia.media-imdb.com/images/M/MV5BMTA3NDUwNzAxNzZeQTJeQWpwZ15BbWU3MDQyMTUwMDE@._V1_SX300.jpg,True,26 Nov 2003
570628e471a0651484e0b5ee,"181,969",English,R,movie,4 nominations.,Todd Phillips,54,"Luke Wilson, Will Ferrell, Vince Vaughn, Jeremy Piven",tt0302886,"1,300,030",Comedy,Old School,88 min,USA,7.2,"Court Crandall (story, Todd Phillips (story, Scot Armstrong (story, Todd Phillips (screenplay, Scot Armstrong (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTI5OTQzODQ0OF5BMl5BanBnXkFtZTYwNzgwMDc3._V1_SX300.jpg,True,21 Feb 2003
570628e471a0651484e0b5ef,"709,183","English, Japanese, French",R,movie,Nominated for 1 Golden Globe. Another 24 wins & 81 nominations.,Quentin Tarantino,69,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah",tt0266697,"70,098,138",Action,Kill Bill: Vol. 1,111 min,USA,8.1,"Quentin Tarantino, Quentin Tarantino (character The Bride, Uma Thurman (character The Bride)",http://ia.media-imdb.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_SX300.jpg,True,10 Oct 2003
570628e471a0651484e0b5f0,"55,883",English,PG,movie,3 wins & 9 nominations.,Andrew Davis,71,"Sigourney Weaver, Jon Voight, Tim Blake Nelson, Shia LaBeouf",tt0311289,,"Adventure, Comedy, Drama",Holes,117 min,USA,7.1,"Louis Sachar (novel, Louis Sachar (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTg0MTU5ODkwM15BMl5BanBnXkFtZTYwMzgxNzY3._V1_SX300.jpg,True,18 Apr 2003
570628e471a0651484e0b5f1,"22,911",English,PG,movie,1 win & 5 nominations.,David McNally,16,"Jerry O'Connell, Anthony Anderson, Estella Warren, Christopher Walken",tt0257568,"259,928","Action, Adventure, Comedy",Kangaroo Jack,89 min,"USA, Australia",4.4,"Steve Bing (story, Barry O'Brien (story, Steve Bing (screenplay, Scott Rosenberg (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTk1Njg5MjAyOV5BMl5BanBnXkFtZTYwNDAxMDg5._V1_SX300.jpg,True,17 Jan 2003
570628e471a0651484e0b5f2,"343,709","English, Cantonese",PG-13,movie,Nominated for 1 Oscar. Another 1 win & 52 nominations.,Tim Burton,58,"Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange",tt0319061,"3,559,255","Adventure, Drama, Fantasy",Big Fish,125 min,USA,8.0,"Daniel Wallace (novel, John August (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTYyMzM3MzgyNV5BMl5BanBnXkFtZTcwMTI4MzUyMQ@@._V1_SX300.jpg,True,09 Jan 2004
570628e471a0651484e0b5f3,"138,119","English, German, Italian",PG-13,movie,6 nominations.,Stephen Norrington,30,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran",tt0311429,,"Action, Adventure, Fantasy",The League of Extraordinary Gentlemen,110 min,"USA, Germany, Czech Republic, UK",5.8,"Alan Moore (comic books, Kevin O'Neill (comic books, James Robinson (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTgwMDUxOTg2M15BMl5BanBnXkFtZTcwOTAyODUyMw@@._V1_SX300.jpg,True,11 Jul 2003
570628e471a0651484e0b5f4,"99,765","English, Mandarin",PG-13,movie,1 win & 2 nominations.,Jan de Bont,43,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie",tt0325703,"65,653,758","Action, Adventure, Fantasy",Lara Croft Tomb Raider: The Cradle of Life,117 min,"USA, Germany, Japan, UK",5.5,"Dean Georgaris (screenplay, Steven E. de Souza (story, James V. Hart (story)",http://ia.media-imdb.com/images/M/MV5BMTI0NzI3MTU5OF5BMl5BanBnXkFtZTYwODU2Nzk5._V1_SX300.jpg,True,25 Jul 2003
570628e471a0651484e0b5f5,"59,968","English, Italian",PG-13,movie,Nominated for 1 Golden Globe. Another 5 nominations.,Mike Newell,45,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal",tt0304415,"11,289",Drama,Mona Lisa Smile,117 min,USA,6.4,"Lawrence Konner, Mark Rosenthal",http://ia.media-imdb.com/images/M/MV5BMTI0NjEwNDgwOV5BMl5BanBnXkFtZTYwOTI1NTA3._V1_SX300.jpg,True,19 Dec 2003
570628e471a0651484e0b5f6,"78,496","English, Mandarin",PG-13,movie,4 nominations.,David Dobkin,58,"Jackie Chan, Owen Wilson, Aaron Taylor-Johnson, Tom Fisher",tt0300471,"701,287","Action, Adventure, Comedy",Shanghai Knights,114 min,"USA, Hong Kong",6.2,"Alfred Gough (characters, Miles Millar (characters, Alfred Gough, Miles Millar",http://ia.media-imdb.com/images/M/MV5BMTMxMTgwOTI3Nl5BMl5BanBnXkFtZTYwMTI2NDQ3._V1_SX300.jpg,True,07 Feb 2003
570628e471a0651484e0b5f7,"105,948",English,R,movie,Nominated for 1 Golden Globe. Another 1 win & 10 nominations.,Terry Zwigoff,70,"Billy Bob Thornton, Tony Cox, Brett Kelly, Lauren Graham",tt0307987,"2,983","Comedy, Crime, Drama",Bad Santa,91 min,"USA, Germany",7.1,"Glenn Ficarra, John Requa",http://ia.media-imdb.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_SX300.jpg,True,26 Nov 2003
570628e471a0651484e0b5f8,"311,218","English, Portuguese, French",R,movie,Nominated for 2 Golden Globes. Another 10 wins & 24 nominations.,Richard Curtis,55,"Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth",tt0314331,"5,010,288","Comedy, Drama, Romance",Love Actually,135 min,"UK, USA, France",7.7,Richard Curtis,http://ia.media-imdb.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg,True,14 Nov 2003
570628e471a0651484e0b5f9,"87,450",English,R,movie,2 wins & 7 nominations.,Mathieu Kassovitz,38,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch",tt0348836,"4,220,276","Horror, Thriller",Gothika,98 min,USA,5.8,Sebastian Gutierrez,http://ia.media-imdb.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg,True,21 Nov 2003
570628e471a0651484e0b5fa,"52,905",English,R,movie,1 win & 4 nominations.,Kevin Costner,67,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon",tt0316356,,"Drama, Romance, Western",Open Range,139 min,USA,7.5,"Lauran Paine (novel, Craig Storper (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTYyNjA4NTY3N15BMl5BanBnXkFtZTYwNjc0MDM3._V1_SX300.jpg,True,15 Aug 2003
570628e471a0651484e0b5fb,"127,220","English, Spanish",R,movie,3 wins & 4 nominations.,Robert Rodriguez,56,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke",tt0285823,"3,112,845","Action, Thriller",Once Upon a Time in Mexico,102 min,USA,6.4,Robert Rodriguez,http://ia.media-imdb.com/images/M/MV5BMTU5MDg5OTcwOV5BMl5BanBnXkFtZTcwMjI1MTIzMw@@._V1_SX300.jpg,True,12 Sep 2003
570628e471a0651484e0b5fc,"56,314","English, Italian, French, German",PG-13,movie,9 nominations.,Shawn Levy,28,"Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow",tt0305711,"519,013","Comedy, Romance",Just Married,95 min,"USA, Germany",5.4,Sam Harper,http://ia.media-imdb.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_SX300.jpg,True,10 Jan 2003
570628e471a0651484e0b5fd,"88,122",English,PG-13,movie,2 wins & 2 nominations.,John Woo,43,"Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti",tt0338337,"2,141,356","Action, Mystery, Sci-Fi",Paycheck,119 min,"USA, Canada",6.3,"Philip K. Dick (short story, Dean Georgaris (screenplay)",http://ia.media-imdb.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_SX300.jpg,True,25 Dec 2003
