_id,Rated,Director,Language,imdbID,Released,Type,Awards,Actors,Response,Country,imdbVotes,Runtime,Box_office,imdbRating,Writer,Poster,Genre,Title,Metascore
5707546571a06512a049581c,R,Kathryn Bigelow,"English, Arabic",tt1790885,11 Jan 2013,movie,Won 1 Oscar. Another 84 wins & 161 nominations.,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler",True,USA,"210,714",157 min,"95,720,716",7.4,Mark Boal,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,"Drama, History, Thriller",Zero Dark Thirty,95
5707546571a06512a049581d,R,Robert Zemeckis,English,tt1907668,02 Nov 2012,movie,Nominated for 2 Oscars. Another 15 wins & 41 nominations.,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",True,USA,"258,680",138 min,"93,749,203",7.3,John Gatins,http://ia.media-imdb.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_SX300.jpg,"Drama, Thriller",Flight,76
5707546571a06512a049581e,PG-13,Tim Story,English,tt1621045,20 Apr 2012,movie,4 wins & 13 nominations.,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",True,USA,"33,551",122 min,"91,547,205",6.6,"Keith Merryman (screenplay, David A. Newman (screenplay, Steve Harvey (book)",http://ia.media-imdb.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,"Comedy, Romance",Think Like a Man,51
5707546571a06512a049581f,R,Jay Roach,English,tt1790886,10 Aug 2012,movie,2 wins & 6 nominations.,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott",True,USA,"104,979",85 min,"86,897,182",6.2,"Chris Henchy (screenplay, Shawn Harwell (screenplay, Adam McKay (story, Chris Henchy (story, Shawn Harwell (story)",http://ia.media-imdb.com/images/M/MV5BMTY0NjI3MzM2Nl5BMl5BanBnXkFtZTcwNDgxNjA5Nw@@._V1_SX300.jpg,Comedy,The Campaign,50
5707546571a06512a0495820,R,Simon West,English,tt1764651,17 Aug 2012,movie,3 wins & 5 nominations.,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",True,USA,"240,489",103 min,"85,017,401",6.7,"Richard Wenk (screenplay, Sylvester Stallone (screenplay, Ken Kaufman (story, David Agosto (story, Richard Wenk (story, Dave Callaham (characters)",http://ia.media-imdb.com/images/M/MV5BMTQzODkwNDQxNV5BMl5BanBnXkFtZTcwNTQ1ODAxOA@@._V1_SX300.jpg,"Action, Adventure, Thriller",The Expendables 2,51
5707546571a06512a0495821,PG-13,Jonathan Liebesman,English,tt1646987,30 Mar 2012,movie,2 wins & 2 nominations.,"Sam Worthington, Liam Neeson, Ralph Fiennes, Edgar Ramirez",True,"USA, Spain","148,726",99 min,"83,640,426",5.8,"Dan Mazeau (screenplay, David Leslie Johnson (screenplay, Greg Berlanti (story, David Leslie Johnson (story, Dan Mazeau (story, Beverley Cross",http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,"Action, Adventure, Fantasy",Wrath of the Titans,37
5707546571a06512a0495822,PG-13,Christopher McQuarrie,English,tt0790724,21 Dec 2012,movie,1 win & 4 nominations.,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",True,USA,"218,680",130 min,"80,033,643",7.0,Lee Child (based on the book \,http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,"Action, Crime, Mystery",Jack Reacher,50
5707546571a06512a0495823,PG-13,Tim Burton,English,tt1077368,11 May 2012,movie,2 wins & 12 nominations.,"Johnny Depp, Michelle Pfeiffer, Helena Bonham Carter, Eva Green",True,"USA, Australia","192,880",113 min,"79,711,678",6.2,"Seth Grahame-Smith (screenplay, John August (story, Seth Grahame-Smith (story, Dan Curtis (television series)",http://ia.media-imdb.com/images/M/MV5BMjc0NzAyMzI1MF5BMl5BanBnXkFtZTcwMTE0NDQ1Nw@@._V1_SX300.jpg,"Comedy, Fantasy, Horror",Dark Shadows,55
5707546571a06512a0495824,PG,Andy Fickman,English,tt1047540,25 Dec 2012,movie,1 win & 4 nominations.,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott",True,USA,"20,761",105 min,"77,264,926",6.1,"Lisa Addario, Joe Syracuse",http://ia.media-imdb.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg,"Comedy, Family",Parental Guidance,36
5707546571a06512a0495825,PG-13,Andrew Stanton,English,tt0401729,09 Mar 2012,movie,2 wins & 7 nominations.,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",True,USA,"207,078",132 min,"73,058,679",6.6,"Andrew Stanton (screenplay, Mark Andrews (screenplay, Michael Chabon (screenplay, Edgar Rice Burroughs (based on the story \",http://ia.media-imdb.com/images/M/MV5BNjkyOTI5MDA0Ml5BMl5BanBnXkFtZTcwOTU3NzExNw@@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",John Carter,51
5707546571a06512a0495826,R,"Mike McCoy, Scott Waugh","English, Russian",tt1591479,24 Feb 2012,movie,Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,"Rorke Denver, Dave, Sonny, Weimy",True,USA,"56,636",110 min,"70,011,073",6.5,Kurt Johnstad,http://ia.media-imdb.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,"Action, Thriller, War",Act of Valor,40
5707546571a06512a0495827,R,Judd Apatow,English,tt1758830,21 Dec 2012,movie,2 wins & 10 nominations.,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",True,USA,"101,169",134 min,"67,523,385",6.2,"Judd Apatow, Judd Apatow (based on characters created by)",http://ia.media-imdb.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_SX300.jpg,Comedy,This Is 40,59
5707546571a06512a0495828,R,Baltasar Kormákur,"English, Spanish",tt1524137,13 Jan 2012,movie,N/A,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi",True,"USA, UK, France","100,124",109 min,"66,489,425",6.5,"Aaron Guzikowski (screenplay, Arnaldur Indriðason (film \",http://ia.media-imdb.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_SX300.jpg,"Action, Crime, Drama",Contraband,51
5707546571a06512a0495829,R,Rian Johnson,"English, French",tt1276104,28 Sep 2012,movie,15 wins & 42 nominations.,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano",True,"USA, China","414,789",119 min,"66,468,315",7.4,Rian Johnson,http://ia.media-imdb.com/images/M/MV5BMTY3NTY0MjEwNV5BMl5BanBnXkFtZTcwNTE3NDA1OA@@._V1_SX300.jpg,"Action, Crime, Drama",Looper,84
5707546571a06512a049582a,PG-13,Peter Berg,"English, Japanese",tt1440129,18 May 2012,movie,4 wins & 14 nominations.,"Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker",True,USA,"197,704",131 min,"65,173,160",5.9,"Jon Hoeber, Erich Hoeber",http://ia.media-imdb.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg,"Action, Adventure, Sci-Fi",Battleship,41
5707546571a06512a049582b,PG-13,Jason Moore,English,tt1981677,05 Oct 2012,movie,6 wins & 20 nominations.,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow",True,USA,"204,568",112 min,"64,998,368",7.2,"Kay Cannon (screenplay, Mickey Rapkin (based on the book by)",http://ia.media-imdb.com/images/M/MV5BMTcyMTMzNzE5N15BMl5BanBnXkFtZTcwNzg5NjM5Nw@@._V1_SX300.jpg,"Comedy, Music, Romance",Pitch Perfect,66
5707546571a06512a049582c,PG,Tarsem Singh,English,tt1840398,30 Mar 2012,movie,Nominated for 1 Oscar. Another 2 wins & 7 nominations.,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",True,"USA, Canada","69,437",106 min,"64,933,670",5.6,"Marc Klein (screenplay, Jason Keller (screenplay, Melisa Wallack (screen story)",http://ia.media-imdb.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg,"Adventure, Comedy, Drama",Mirror Mirror,46
5707546571a06512a049582d,PG-13,David Frankel,English,tt1535438,08 Aug 2012,movie,Nominated for 1 Golden Globe. Another 2 wins & 4 nominations.,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart",True,USA,"33,448",100 min,"63,536,011",6.3,Vanessa Taylor,http://ia.media-imdb.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg,"Comedy, Drama, Romance",Hope Springs,65
5707546571a06512a049582e,R,"Måns Mårlind, Björn Stein","English, Russian",tt1496025,20 Jan 2012,movie,1 win.,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James",True,USA,"113,061",88 min,"62,321,039",6.4,"Len Wiseman (screenplay, John Hlavin (screenplay, J. Michael Straczynski (screenplay, Allison Burnett (screenplay, Len Wiseman (story, John Hlavin (story, Kevin Grevioux (characters, Len Wiseman (characters, Danny McBride (characters)",http://ia.media-imdb.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,"Action, Fantasy, Horror",Underworld: Awakening,39
5707546571a06512a049582f,PG-13,Scott Hicks,English,tt1327194,20 Apr 2012,movie,6 wins & 7 nominations.,"Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",True,USA,"73,213",101 min,"60,443,237",6.5,"Will Fetters (screenplay, Nicholas Sparks (novel)",http://ia.media-imdb.com/images/M/MV5BMTg5NDk3MjAzMF5BMl5BanBnXkFtZTcwMjUyNzExNw@@._V1_SX300.jpg,"Drama, Romance",The Lucky One,39
5707546571a06512a0495830,R,Larry Charles,"English, Hebrew",tt1645170,16 May 2012,movie,1 win & 1 nomination.,"Sacha Baron Cohen, Sayed Badreya, Rocky Citron, Liam Campora",True,USA,"206,029",83 min,"59,617,068",6.4,"Sacha Baron Cohen, Alec Berg, David Mandel, Jeff Schaffer",http://ia.media-imdb.com/images/M/MV5BMjA4NjEyOTc4NV5BMl5BanBnXkFtZTcwODYzMjk2Nw@@._V1_SX300.jpg,Comedy,The Dictator,58
5707546571a06512a0495831,R,"Jon Hurwitz, Hayden Schlossberg",English,tt1605630,06 Apr 2012,movie,1 win & 3 nominations.,"Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas",True,USA,"168,768",113 min,"56,724,080",6.7,"Jon Hurwitz (screenplay, Hayden Schlossberg (screenplay, Adam Herz (characters)",http://ia.media-imdb.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,Comedy,American Reunion,49
5707546571a06512a0495832,PG,"Chris Butler, Sam Fell",English,tt1623288,17 Aug 2012,movie,Nominated for 1 Oscar. Another 19 wins & 43 nominations.,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck",True,USA,"70,065",92 min,"55,994,557",7.0,Chris Butler,http://ia.media-imdb.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_SX300.jpg,"Animation, Adventure, Comedy",ParaNorman,72
5707546571a06512a0495833,PG-13,McG,"English, German, Japanese, Serbian",tt1596350,17 Feb 2012,movie,1 win & 6 nominations.,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",True,USA,"143,567",103 min,"54,758,461",6.4,"Timothy Dowling (screenplay, Simon Kinberg (screenplay, Timothy Dowling (story, Marcus Gautesen (story)",http://ia.media-imdb.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@._V1_SX300.jpg,"Action, Comedy, Romance",This Means War,31
5707546571a06512a0495834,R,Nima Nourizadeh,English,tt1636826,02 Mar 2012,movie,4 nominations.,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",True,USA,"152,814",88 min,"54,724,272",6.7,"Matt Drake (screenplay, Michael Bacall (screenplay, Michael Bacall (story)",http://ia.media-imdb.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@._V1_SX300.jpg,"Comedy, Crime",Project X,48
5707546571a06512a0495835,PG-13,James Watkins,English,tt1596365,03 Feb 2012,movie,5 wins & 12 nominations.,"Emma Shorey, Molly Harmon, Ellisa Walker-Reid, Sophie Stuckey",True,"UK, Canada, Sweden","135,617",95 min,"54,322,273",6.4,"Susan Hill (novel, Jane Goldman (screenplay)",http://ia.media-imdb.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,"Drama, Fantasy, Horror",The Woman in Black,62
5707546571a06512a0495836,R,"Henry Joost, Ariel Schulman",English,tt2109184,19 Oct 2012,movie,2 wins.,"Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp",True,USA,"49,727",88 min,"53,884,821",4.6,"Christopher Landon (screenplay, Chad Feehan (story, Oren Peli (film \",http://ia.media-imdb.com/images/M/MV5BNjAxMzM0MjYwM15BMl5BanBnXkFtZTcwMjMwMjAyOA@@._V1_SX300.jpg,Horror,Paranormal Activity 4,40
5707546571a06512a0495837,R,William Brent Bell,English,tt1560985,06 Jan 2012,movie,2 wins & 3 nominations.,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama",True,USA,"29,973",83 min,"53,245,055",4.2,"William Brent Bell, Matthew Peterman",http://ia.media-imdb.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1_SX300.jpg,Horror,The Devil Inside,18
5707546571a06512a0495838,PG,Peter Hedges,English,tt1462769,15 Aug 2012,movie,1 win & 8 nominations.,"Jennifer Garner, Joel Edgerton, CJ Adams, Odeya Rush",True,USA,"36,510",105 min,"51,853,450",6.6,"Peter Hedges (screenplay, Ahmet Zappa (story)",http://ia.media-imdb.com/images/M/MV5BMTQzODg3MzUyOV5BMl5BanBnXkFtZTcwNzI1MzUyNg@@._V1_SX300.jpg,"Comedy, Drama, Family",The Odd Life of Timothy Green,47
5707546571a06512a0495839,N/A,N/A,English,tt5280288,12 Jun 2012,movie,N/A,"Ashok Amritraj, Ari Arad, Avi Arad, Nicolas Cage",True,USA,N/A,90 min,,N/A,N/A,N/A,Documentary,"The Path to Vengeance: Making 'Ghost Rider, Spirit of Vengeance'",N/A
5707546571a06512a049583a,N/A,Simon Janes,English,tt2180290,N/A,movie,N/A,"Ruth Bird, Meryl Keeble, Murray Melvin, Vincent J. Newman",True,UK,16,18 min,,6.1,"Simon Janes, Jonathan Parramint",N/A,"Short, Comedy, Crime",The Grey Mile,N/A
5707546571a06512a049583b,PG-13,Anthony Hemingway,"English, Italian, German",tt0485985,20 Jan 2012,movie,2 wins & 9 nominations.,"Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo",True,USA,"28,199",125 min,"49,875,589",5.9,"John Ridley (story, John Ridley (screenplay, Aaron McGruder (screenplay, John B. Holway (book)",http://ia.media-imdb.com/images/M/MV5BNDQ5MTg2NzI4OF5BMl5BanBnXkFtZTcwMDM2NzQzNg@@._V1_SX300.jpg,"Action, Adventure, Drama",Red Tails,46
5707546571a06512a049583c,PG-13,Ole Bornedal,English,tt0431021,31 Aug 2012,movie,5 nominations.,"Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport",True,"USA, Canada","45,939",92 min,"49,122,319",5.9,"Juliet Snowden, Stiles White, Leslie Gornstein (article)",http://ia.media-imdb.com/images/M/MV5BMTc0NTcxMDU0MV5BMl5BanBnXkFtZTcwNTgwMzExOA@@._V1_SX300.jpg,"Horror, Thriller",The Possession,45
5707546571a06512a049583d,PG,David Bowers,English,tt2023453,03 Aug 2012,movie,2 wins & 8 nominations.,"Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick",True,"USA, Canada","15,036",94 min,"49,002,815",6.4,"Maya Forbes (screenplay, Wallace Wolodarsky (screenplay, Jeff Kinney (based upon the book by)",http://ia.media-imdb.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_SX300.jpg,"Comedy, Family",Diary of a Wimpy Kid: Dog Days,54
5707546571a06512a049583e,R,Scott Derrickson,"English, Portuguese, French, Breton",tt1922777,12 Oct 2012,movie,3 wins & 13 nominations.,"Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone",True,"USA, UK","146,483",110 min,"48,056,940",6.8,"Scott Derrickson, C. Robert Cargill",http://ia.media-imdb.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_SX300.jpg,"Horror, Mystery",Sinister,53
5707546571a06512a049583f,N/A,N/A,English,tt5173200,N/A,movie,N/A,"John Madden, Dev Patel, Bill Nighy, Celia Imrie",True,UK,N/A,2 min,,N/A,N/A,N/A,"Documentary, Short","The Best Exotic Marigold Hotel: Behind the Story: Lights, Colours and Smiles",N/A
5707546571a06512a0495840,PG-13,Wes Anderson,English,tt1748122,29 Jun 2012,movie,Nominated for 1 Oscar. Another 37 wins & 114 nominations.,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand",True,USA,"229,341",94 min,"45,507,053",7.8,"Wes Anderson, Roman Coppola",http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg,"Adventure, Comedy, Drama",Moonrise Kingdom,84
5707546571a06512a0495841,PG,Frank Coraci,"English, Dutch",tt1648179,12 Oct 2012,movie,3 nominations.,"Kevin James, Salma Hayek, Henry Winkler, Greg Germann",True,USA,"72,424",105 min,"45,290,318",6.5,"Allan Loeb, Kevin James",http://ia.media-imdb.com/images/M/MV5BMTUxMzEzNDQ0Nl5BMl5BanBnXkFtZTcwMDI2NTY1OA@@._V1_SX300.jpg,"Action, Comedy, Sport",Here Comes the Boom,40
5707546571a06512a0495842,PG,"Bobby Farrelly, Peter Farrelly",English,tt0383010,13 Apr 2012,movie,4 nominations.,"Sean Hayes, Will Sasso, Chris Diamantopoulos, Jane Lynch",True,USA,"25,069",92 min,"44,328,238",5.1,"Mike Cerrone, Bobby Farrelly, Peter Farrelly",http://ia.media-imdb.com/images/M/MV5BMTQwMzYwNjQ3OF5BMl5BanBnXkFtZTcwNzczNDMxNw@@._V1_SX300.jpg,Comedy,The Three Stooges,56
5707546571a06512a0495843,R,Paul W.S. Anderson,"English, American Sign Language",tt1855325,14 Sep 2012,movie,2 wins & 5 nominations.,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",True,"Germany, Canada, USA, France","101,483",96 min,"42,345,531",5.4,Paul W.S. Anderson,http://ia.media-imdb.com/images/M/MV5BMTA2NTkwNjUxNTZeQTJeQWpwZ15BbWU3MDE2OTMxMTg@._V1_SX300.jpg,"Action, Horror, Sci-Fi",Resident Evil: Retribution,39
5707546571a06512a0495844,R,Drew Goddard,"English, Japanese",tt1259521,13 Apr 2012,movie,18 wins & 33 nominations.,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz",True,USA,"265,907",95 min,"42,043,633",7.0,"Joss Whedon, Drew Goddard",http://ia.media-imdb.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_SX300.jpg,"Fantasy, Horror, Mystery",The Cabin in the Woods,72
5707546571a06512a0495845,PG-13,Kirk Jones,English,tt1586265,18 May 2012,movie,13 nominations.,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford",True,USA,"55,950",110 min,"41,102,171",5.7,"Shauna Cross (screenplay, Heather Hach (screenplay, Heidi Murkoff (books)",http://ia.media-imdb.com/images/M/MV5BODYzNjI0ODUzNF5BMl5BanBnXkFtZTcwNTI1MjQ2Nw@@._V1_SX300.jpg,"Comedy, Drama, Romance",What to Expect When You're Expecting,41
5707546571a06512a0495846,R,David Ayer,"English, Spanish",tt1855199,21 Sep 2012,movie,3 wins & 11 nominations.,"Jake Gyllenhaal, Michael Peña, Natalie Martinez, Anna Kendrick",True,USA,"174,967",109 min,"40,983,001",7.7,David Ayer,http://ia.media-imdb.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_SX300.jpg,"Crime, Drama, Thriller",End of Watch,68
