_id,imdbRating,Language,Box_office,Metascore,Released,Genre,Response,Actors,Rated,Writer,Awards,Type,imdbVotes,Poster,imdbID,Title,Country,Director,Runtime
570728f471a0651740307586,9.0,"English, Mandarin","533,316,061",82,18 Jul 2008,"Action, Crime, Drama",True,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine",PG-13,"Jonathan Nolan (screenplay, Christopher Nolan (screenplay, Christopher Nolan (story, David S. Goyer (story, Bob Kane (characters)",Won 2 Oscars. Another 142 wins & 126 nominations.,movie,"1,601,928",http://ia.media-imdb.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_SX300.jpg,tt0468569,The Dark Knight,"USA, UK",Christopher Nolan,152 min
570728f471a0651740307587,7.9,"English, Persian, Urdu, Arabic, Hungarian","318,298,180",79,02 May 2008,"Action, Adventure, Sci-Fi",True,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow",PG-13,"Mark Fergus (screenplay, Hawk Ostby (screenplay, Art Marcum (screenplay, Matt Holloway (screenplay, Stan Lee (characters, Don Heck (characters, Larry Lieber (characters, Jack Kirby (characters)",Nominated for 2 Oscars. Another 19 wins & 60 nominations.,movie,"666,225",http://ia.media-imdb.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg,tt0371746,Iron Man,USA,Jon Favreau,126 min
570728f471a0651740307588,6.2,"English, German, Russian","317,011,114",65,22 May 2008,"Action, Adventure, Fantasy",True,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf",PG-13,"David Koepp (screenplay, George Lucas (story, Jeff Nathanson (story, George Lucas (characters, Philip Kaufman (characters)",Nominated for 1 BAFTA Film Award. Another 9 wins & 34 nominations.,movie,"322,983",http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,USA,Steven Spielberg,122 min
570728f471a0651740307589,6.4,"English, Japanese","227,946,274",49,02 Jul 2008,"Action, Fantasy",True,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",PG-13,"Vincent Ngo, Vince Gilligan",4 wins & 11 nominations.,movie,"328,820",http://ia.media-imdb.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_SX300.jpg,tt0448157,Hancock,USA,Peter Berg,92 min
570728f471a065174030758a,8.4,English,"223,806,889",94,27 Jun 2008,"Animation, Adventure, Family",True,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard",G,"Andrew Stanton (original story by, Pete Docter (original story by, Andrew Stanton (screenplay, Jim Reardon (screenplay)",Won 1 Oscar. Another 81 wins & 78 nominations.,movie,"683,072",http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@._V1_SX300.jpg,tt0910970,WALL·E,USA,Andrew Stanton,98 min
570728f471a065174030758b,7.6,English,"215,395,021",73,06 Jun 2008,"Animation, Action, Adventure",True,"Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane",PG,"Jonathan Aibel (screenplay, Glenn Berger (screenplay, Ethan Reiff (story, Cyrus Voris (story)",Nominated for 1 Oscar. Another 14 wins & 38 nominations.,movie,"294,527",http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1_SX300.jpg,tt0441773,Kung Fu Panda,USA,"Mark Osborne, John Stevenson",92 min
570728f471a065174030758c,5.2,English,"191,449,475",56,21 Nov 2008,"Drama, Fantasy, Romance",True,"Kristen Stewart, Sarah Clarke, Matt Bushell, Billy Burke",PG-13,"Melissa Rosenberg (screenplay, Stephenie Meyer (novel)",26 wins & 11 nominations.,movie,"341,426",http://ia.media-imdb.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,tt1099212,Twilight,USA,Catherine Hardwicke,122 min
570728f471a065174030758d,6.7,"English, Italian",,61,07 Nov 2008,"Animation, Action, Adventure",True,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",PG,"Etan Cohen, Eric Darnell, Tom McGrath",3 wins & 9 nominations.,movie,"139,337",http://ia.media-imdb.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_SX300.jpg,tt0479952,Madagascar: Escape 2 Africa,USA,"Eric Darnell, Tom McGrath",89 min
570728f471a065174030758e,6.7,"English, Spanish, Italian, French, Swiss German, German","168,368,427",58,14 Nov 2008,"Action, Adventure",True,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench",PG-13,"Paul Haggis, Neal Purvis, Robert Wade",Nominated for 2 BAFTA Film Awards. Another 4 wins & 29 nominations.,movie,"318,710",http://ia.media-imdb.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg,tt0830515,Quantum of Solace,"UK, USA",Marc Forster,106 min
570728f471a065174030758f,5.5,English,"152,637,269",53,30 May 2008,"Comedy, Drama, Romance",True,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",R,"Michael Patrick King, Candace Bushnell (book, Darren Star (television series creator)",1 win & 12 nominations.,movie,"97,070",http://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX300.jpg,tt1000774,Sex and the City,USA,Michael Patrick King,145 min
570728f471a0651740307590,8.2,"English, Hmong","148,085,755",72,09 Jan 2009,Drama,True,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",R,"Nick Schenk (screenplay, Dave Johannson (story, Nick Schenk (story)",Nominated for 1 Golden Globe. Another 20 wins & 13 nominations.,movie,"546,130",http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg,tt1205489,Gran Torino,"USA, Germany",Clint Eastwood,116 min
570728f471a0651740307591,6.3,"English, Greek",,51,18 Jul 2008,"Comedy, Musical, Romance",True,"Amanda Seyfried, Stellan Skarsgård, Pierce Brosnan, Nancy Baldwin",PG-13,"Catherine Johnson (screenplay, Catherine Johnson (musical book)",Nominated for 2 Golden Globes. Another 14 wins & 23 nominations.,movie,"141,045",http://ia.media-imdb.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SX300.jpg,tt0795421,Mamma Mia!,"USA, UK, Germany",Phyllida Lloyd,108 min
570728f471a0651740307592,6.6,English,"141,614,023",62,16 May 2008,"Action, Adventure, Family",True,"Ben Barnes, Georgie Henley, Skandar Keynes, William Moseley",PG,"Andrew Adamson (screenplay, Christopher Markus (screenplay, Stephen McFeely (screenplay, C.S. Lewis (novel)",2 wins & 19 nominations.,movie,"144,359",http://ia.media-imdb.com/images/M/MV5BMTIwOTA4NTE4Ml5BMl5BanBnXkFtZTcwOTI2NTg1MQ@@._V1_SX300.jpg,tt0499448,The Chronicles of Narnia: Prince Caspian,"USA, Poland, Slovenia, Czech Republic",Andrew Adamson,150 min
570728f471a0651740307593,8.0,"English, Hindi, French","141,319,195",86,25 Dec 2008,"Drama, Romance",True,"Dev Patel, Saurabh Shukla, Anil Kapoor, Rajendranath Zutshi",R,"Simon Beaufoy (screenplay, Vikas Swarup (novel)",Won 8 Oscars. Another 141 wins & 118 nominations.,movie,"625,879",http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX300.jpg,tt1010048,Slumdog Millionaire,"UK, USA","Danny Boyle, Loveleen Tandan",120 min
570728f471a0651740307594,6.8,"English, Portuguese, Spanish","134,518,390",61,13 Jun 2008,"Action, Adventure, Sci-Fi",True,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",PG-13,"Zak Penn (screenplay, Zak Penn (screen story)",1 win & 8 nominations.,movie,"313,508",http://ia.media-imdb.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg,tt0800080,The Incredible Hulk,USA,Louis Leterrier,112 min
570728f471a0651740307595,6.7,English,"134,568,845",64,27 Jun 2008,"Action, Crime, Fantasy",True,"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",R,"Michael Brandt (screenplay, Derek Haas (screenplay, Chris Morgan (screenplay, Michael Brandt (story, Derek Haas (story, Mark Millar (comic book series, J.G. Jones (comic book series)",Nominated for 2 Oscars. Another 3 wins & 19 nominations.,movie,"292,250",http://ia.media-imdb.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,tt0493464,Wanted,"USA, Germany",Timur Bekmambetov,110 min
570728f471a0651740307596,6.5,"English, Russian, Panjabi, Arabic","130,313,314",54,20 Jun 2008,"Action, Adventure, Comedy",True,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin",PG-13,"Tom J. Astle, Matt Ember, Mel Brooks (characters, Buck Henry (characters)",2 wins & 6 nominations.,movie,"164,986",http://ia.media-imdb.com/images/M/MV5BMjAzOTM1MzE0OF5BMl5BanBnXkFtZTYwNDE0Nzc4._V1_SX300.jpg,tt0425061,Get Smart,USA,Peter Segal,110 min
570728f471a0651740307597,7.8,"English, Russian, French","127,490,802",70,25 Dec 2008,"Drama, Fantasy, Romance",True,"Cate Blanchett, Brad Pitt, Julia Ormond, Faune Chambers Watkins",PG-13,"Eric Roth (screenplay, Eric Roth (story, Robin Swicord (story, F. Scott Fitzgerald (short story)",Won 3 Oscars. Another 67 wins & 133 nominations.,movie,"445,367",http://ia.media-imdb.com/images/M/MV5BNjQ0NTY2ODY2M15BMl5BanBnXkFtZTgwMjE4MzkxMDE@._V1_SX300.jpg,tt0421715,The Curious Case of Benjamin Button,USA,David Fincher,166 min
570728f471a0651740307598,5.6,English,"120,136,047",41,26 Nov 2008,"Comedy, Drama, Romance",True,"Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek",PG-13,"Matt Allen (screenplay, Caleb Wilson (screenplay, Jon Lucas (screenplay, Scott Moore (screenplay, Matt Allen (story, Caleb Wilson (story)",1 win & 1 nomination.,movie,"47,721",http://ia.media-imdb.com/images/M/MV5BMTQ2MjA0NDAwNF5BMl5BanBnXkFtZTcwOTU4MTM5MQ@@._V1_SX300.jpg,tt0369436,Four Christmases,"Germany, USA",Seth Gordon,88 min
570728f471a0651740307599,6.9,English,,67,21 Nov 2008,"Animation, Adventure, Comedy",True,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton",PG,"Dan Fogelman (screenplay, Chris Williams (screenplay)",Nominated for 1 Oscar. Another 1 win & 27 nominations.,movie,"141,288",http://ia.media-imdb.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg,tt0397892,Bolt,USA,"Byron Howard, Chris Williams",96 min
570728f471a065174030759a,7.0,"English, Mandarin","110,416,702",71,13 Aug 2008,"Action, Comedy",True,"Jeff Kahn, Robert Downey Jr., Anthony Ruivivar, Jack Black",R,"Justin Theroux (screenplay, Ben Stiller (screenplay, Etan Cohen (screenplay, Ben Stiller (story, Justin Theroux (story)",Nominated for 1 Oscar. Another 10 wins & 38 nominations.,movie,"299,289",http://ia.media-imdb.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_SX300.jpg,tt0942385,Tropic Thunder,"USA, UK, Germany",Ben Stiller,107 min
570728f471a065174030759b,6.1,English,"109,993,847",33,25 Dec 2008,"Comedy, Family, Fantasy",True,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand",PG,"Matt Lopez (screenplay, Tim Herlihy (screenplay, Matt Lopez (story)",2 wins & 5 nominations.,movie,"70,482",http://ia.media-imdb.com/images/M/MV5BMjA5Njk5MTUxNF5BMl5BanBnXkFtZTcwMDI3MTg5MQ@@._V1_SX300.jpg,tt0960731,Bedtime Stories,USA,Adam Shankman,99 min
570728f471a065174030759c,5.2,"English, Mandarin, Sanskrit","102,176,165",31,01 Aug 2008,"Action, Adventure, Fantasy",True,"Brendan Fraser, Jet Li, Maria Bello, John Hannah",PG-13,"Alfred Gough, Miles Millar",2 wins & 6 nominations.,movie,"113,376",http://ia.media-imdb.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1_SX300.jpg,tt0859163,The Mummy: Tomb of the Dragon Emperor,"USA, Germany",Rob Cohen,112 min
570728f471a065174030759d,5.8,"English, Icelandic, Italian","101,702,060",57,11 Jul 2008,"Action, Adventure, Family",True,"Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers",PG,"Michael D. Weiss (screenplay, Jennifer Flackett (screenplay, Mark Levin (screenplay, Jules Verne (novel)",1 win & 3 nominations.,movie,"81,721",http://ia.media-imdb.com/images/M/MV5BMTk1MzY1MzU1MF5BMl5BanBnXkFtZTcwOTQ2NjM3MQ@@._V1_SX300.jpg,tt0373051,Journey to the Center of the Earth,USA,Eric Brevig,93 min
570728f471a065174030759e,6.6,English,"101,111,837",43,26 Sep 2008,"Action, Mystery, Thriller",True,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis",PG-13,"John Glenn (screenplay, Travis Wright (screenplay, Hillary Seitz (screenplay, Dan McDermott (screenplay, Dan McDermott (story)",3 wins & 8 nominations.,movie,"147,070",http://ia.media-imdb.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_SX300.jpg,tt1059786,Eagle Eye,"USA, Germany",D.J. Caruso,118 min
570728f471a065174030759f,6.9,"English, Spanish",,51,25 Jul 2008,Comedy,True,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",R,"Will Ferrell (screenplay, Adam McKay (screenplay, Will Ferrell (story, Adam McKay (story, John C. Reilly (story)",3 wins & 2 nominations.,movie,"206,354",http://ia.media-imdb.com/images/M/MV5BMTcwNzUzMjU1OV5BMl5BanBnXkFtZTcwMTM0NDQ2MQ@@._V1_SX300.jpg,tt0838283,Step Brothers,USA,Adam McKay,98 min
570728f471a06517403075a0,5.5,"English, Hebrew",,54,06 Jun 2008,"Action, Comedy",True,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson",PG-13,"Adam Sandler, Robert Smigel, Judd Apatow",2 wins & 1 nomination.,movie,"151,974",http://ia.media-imdb.com/images/M/MV5BMzE2MzEzNDc5M15BMl5BanBnXkFtZTcwMzYxOTA3MQ@@._V1_SX300.jpg,tt0960144,You Don't Mess with the Zohan,USA,Dennis Dugan,113 min
